"","V3","n","hgnc_symbol"
"642","ENSG00000101161",1,"PRPF6"
"643","ENSG00000101182",1,"PSMA7"
"644","ENSG00000101188",3,"NTSR1"
"645","ENSG00000101197",3,"BIRC7"
"646","ENSG00000101210",1,"EEF1A2"
"647","ENSG00000101224",1,"CDC25B"
"648","ENSG00000101265",1,"RASSF2"
"649","ENSG00000101266",12,"CSNK2A1"
"650","ENSG00000101276",1,"SLC52A3"
"651","ENSG00000101280",1,"ANGPT4"
"652","ENSG00000101294",2,"HM13"
"653","ENSG00000101333",1,"PLCB4"
"654","ENSG00000101335",1,"MYL9"
"655","ENSG00000101347",1,"SAMHD1"
"656","ENSG00000101349",2,"PAK5"
"657","ENSG00000101365",1,"IDH3B"
"658","ENSG00000101384",11,"JAG1"
"659","ENSG00000101400",1,"SNTA1"
"660","ENSG00000101412",18,"E2F1"
"661","ENSG00000101425",1,"BPI"
"662","ENSG00000101439",2,"CST3"
"663","ENSG00000101460",2,"MAP1LC3A"
"664","ENSG00000101665",4,"SMAD7"
"665","ENSG00000101680",1,"LAMA1"
"666","ENSG00000101752",2,"MIB1"
"667","ENSG00000101782",1,"RIOK3"
"668","ENSG00000101843",1,"PSMD10"
"669","ENSG00000101846",1,"STS"
"670","ENSG00000101856",1,"PGRMC1"
"671","ENSG00000101945",1,"SUV39H1"
"672","ENSG00000101966",7,"XIAP"
"673","ENSG00000101972",2,"STAG2"
"674","ENSG00000102003",1,"SYP"
"675","ENSG00000102007",1,"PLP2"
"676","ENSG00000102010",1,"BMX"
"677","ENSG00000102021",1,"LUZP4"
"678","ENSG00000102034",1,"ELF4"
"679","ENSG00000102081",2,"FMR1"
"680","ENSG00000102125",1,"TAZ"
"681","ENSG00000102144",6,"PGK1"
"682","ENSG00000102189",1,"EEA1"
"683","ENSG00000102225",1,"CDK16"
"684","ENSG00000102226",1,"USP11"
"685","ENSG00000102245",1,"CD40LG"
"686","ENSG00000102265",8,"TIMP1"
"687","ENSG00000102317",1,"RBM3"
"688","ENSG00000102349",1,"KLF8"
"689","ENSG00000102445",1,"RUBCNL"
"690","ENSG00000102468",1,"HTR2A"
"691","ENSG00000102524",1,"TNFSF13B"
"692","ENSG00000102539",1,"MLNR"
"693","ENSG00000102606",2,"ARHGEF7"
"694","ENSG00000102678",2,"FGF9"
"695","ENSG00000102755",6,"FLT1"
"696","ENSG00000102760",1,"RGCC"
"697","ENSG00000102794",1,"ACOD1"
"698","ENSG00000102871",1,"TRADD"
"699","ENSG00000102882",23,"MAPK3"
"700","ENSG00000102893",1,"PHKB"
"701","ENSG00000102962",1,"CCL22"
"702","ENSG00000102974",2,"CTCF"
"703","ENSG00000102977",1,"ACD"
"704","ENSG00000102981",1,"PARD6A"
"705","ENSG00000103034",4,"NDRG4"
"706","ENSG00000103126",6,"AXIN1"
"707","ENSG00000103152",4,"MPG"
"708","ENSG00000103194",1,"USP10"
"709","ENSG00000103197",6,"TSC2"
"710","ENSG00000103222",4,"ABCC1"
"711","ENSG00000103257",7,"SLC7A5"
"712","ENSG00000103266",5,"STUB1"
"713","ENSG00000103275",3,"UBE2I"
"714","ENSG00000103313",1,"MEFV"
"715","ENSG00000103319",2,"EEF2K"
"716","ENSG00000103335",1,"PIEZO1"
"717","ENSG00000103363",1,"ELOB"
"718","ENSG00000103375",1,"AQP8"
"719","ENSG00000103415",1,"HMOX2"
"720","ENSG00000103423",1,"DNAJA3"
"721","ENSG00000103479",4,"RBL2"
"722","ENSG00000103485",1,"QPRT"
"723","ENSG00000103490",2,"PYCARD"
"724","ENSG00000103495",2,"MAZ"
"725","ENSG00000103496",1,"STX4"
"726","ENSG00000103510",1,"KAT8"
"727","ENSG00000103540",1,"CCP110"
"728","ENSG00000103569",5,"AQP9"
"729","ENSG00000103642",1,"LACTB"
"730","ENSG00000103653",2,"CSK"
"731","ENSG00000103855",1,"CD276"
"732","ENSG00000103966",1,"EHD4"
"733","ENSG00000104043",1,"ATP8B4"
"734","ENSG00000104064",1,"GABPB1"
"735","ENSG00000104067",3,"TJP1"
"736","ENSG00000104081",1,"BMF"
"737","ENSG00000104147",1,"OIP5"
"738","ENSG00000104267",1,"CA2"
"739","ENSG00000104312",1,"RIPK2"
"740","ENSG00000104320",10,"NBN"
"741","ENSG00000104332",8,"SFRP1"
"742","ENSG00000104341",1,"LAPTM4B"
"743","ENSG00000104356",1,"POP1"
"744","ENSG00000104365",4,"IKBKB"
"745","ENSG00000104368",1,"PLAT"
"746","ENSG00000104408",2,"EIF3E"
"747","ENSG00000104413",1,"ESRP1"
"748","ENSG00000104415",1,"CCN4"
"749","ENSG00000104419",7,"NDRG1"
"750","ENSG00000104432",1,"IL7"
"751","ENSG00000104447",1,"TRPS1"
"752","ENSG00000104524",1,"PYCR3"
"753","ENSG00000104529",1,"EEF1D"
"754","ENSG00000104671",1,"DCTN6"
"755","ENSG00000104687",2,"GSR"
"756","ENSG00000104689",3,"TNFRSF10A"
"757","ENSG00000104695",1,"PPP2CB"
"758","ENSG00000104723",3,"TUSC3"
"759","ENSG00000104763",1,"ASAH1"
"760","ENSG00000104765",1,"BNIP3L"
"761","ENSG00000104783",5,"KCNN4"
"762","ENSG00000104824",1,"HNRNPL"
"763","ENSG00000104852",1,"SNRNP70"
"764","ENSG00000104856",3,"RELB"
"765","ENSG00000104870",1,"FCGRT"
"766","ENSG00000104881",7,"PPP1R13L"
"767","ENSG00000104884",18,"ERCC2"
"768","ENSG00000104888",2,"SLC17A7"
"769","ENSG00000104889",1,"RNASEH2A"
"770","ENSG00000104899",1,"AMH"
"771","ENSG00000104907",1,"TRMT1"
"772","ENSG00000104921",1,"FCER2"
"773","ENSG00000104953",1,"TLE6"
"774","ENSG00000104967",1,"NOVA2"
"775","ENSG00000104972",1,"LILRB1"
"776","ENSG00000105063",1,"PPP6R1"
"777","ENSG00000105171",2,"POP4"
"778","ENSG00000105173",4,"CCNE1"
"779","ENSG00000105185",3,"PDCD5"
"780","ENSG00000105202",1,"FBL"
"781","ENSG00000105204",1,"DYRK1B"
"782","ENSG00000105220",2,"GPI"
"783","ENSG00000105221",10,"AKT2"
"784","ENSG00000105245",2,"NUMBL"
"785","ENSG00000105270",1,"CLIP3"
"786","ENSG00000105287",3,"PRKD2"
"787","ENSG00000105327",3,"BBC3"
"788","ENSG00000105329",48,"TGFB1"
"789","ENSG00000105371",1,"ICAM4"
"790","ENSG00000105373",6,"NOP53"
"791","ENSG00000105376",1,"ICAM5"
"792","ENSG00000105392",2,"CRX"
"793","ENSG00000105397",1,"TYK2"
"794","ENSG00000105401",1,"CDC37"
"795","ENSG00000105409",2,"ATP1A3"
"796","ENSG00000105438",1,"KDELR1"
"797","ENSG00000105443",2,"CYTH2"
"798","ENSG00000105467",1,"SYNGR4"
"799","ENSG00000105486",2,"LIG1"
"800","ENSG00000105499",2,"PLA2G4C"
"801","ENSG00000105514",2,"RAB3D"
"802","ENSG00000105516",1,"DBP"
"803","ENSG00000105568",2,"PPP2R1A"
"804","ENSG00000105618",1,"PRPF31"
"805","ENSG00000105639",1,"JAK3"
"806","ENSG00000105641",1,"SLC5A5"
"807","ENSG00000105647",1,"PIK3R2"
"808","ENSG00000105649",1,"RAB3A"
"809","ENSG00000105650",1,"PDE4C"
"810","ENSG00000105669",1,"COPE"
"811","ENSG00000105698",1,"USF2"
"812","ENSG00000105723",2,"GSK3A"
"813","ENSG00000105732",1,"ZNF574"
"814","ENSG00000105737",1,"GRIK5"
"815","ENSG00000105810",17,"CDK6"
"816","ENSG00000105825",8,"TFPI2"
"817","ENSG00000105835",3,"NAMPT"
"818","ENSG00000105851",6,"PIK3CG"
"819","ENSG00000105854",1,"PON2"
"820","ENSG00000105855",4,"ITGB8"
"821","ENSG00000105856",2,"HBP1"
"822","ENSG00000105894",19,"PTN"
"823","ENSG00000105929",1,"ATP6V0A4"
"824","ENSG00000105939",1,"ZC3HAV1"
"825","ENSG00000105963",1,"ADAP1"
"826","ENSG00000105971",2,"CAV2"
"827","ENSG00000105974",14,"CAV1"
"828","ENSG00000105976",46,"MET"
"829","ENSG00000105989",2,"WNT2"
"830","ENSG00000105991",1,"HOXA1"
"831","ENSG00000106004",1,"HOXA5"
"832","ENSG00000106031",1,"HOXA13"
"833","ENSG00000106069",1,"CHN2"
"834","ENSG00000106080",1,"FKBP14"
"835","ENSG00000106089",2,"STX1A"
"836","ENSG00000106100",1,"NOD1"
"837","ENSG00000106105",1,"GARS"
"838","ENSG00000106123",2,"EPHB6"
"839","ENSG00000106144",2,"CASP2"
"840","ENSG00000106178",1,"CCL24"
"841","ENSG00000106211",7,"HSPB1"
"842","ENSG00000106236",2,"NPTX2"
"843","ENSG00000106244",1,"PDAP1"
"844","ENSG00000106246",1,"PTCD1"
"845","ENSG00000106263",1,"EIF3B"
"846","ENSG00000106278",12,"PTPRZ1"
"847","ENSG00000106299",2,"WASL"
"848","ENSG00000106344",1,"RBM28"
"849","ENSG00000106366",9,"SERPINE1"
"850","ENSG00000106399",1,"RPA3"
"851","ENSG00000106462",51,"EZH2"
"852","ENSG00000106537",1,"TSPAN13"
"853","ENSG00000106538",1,"RARRES2"
"854","ENSG00000106541",1,"AGR2"
"855","ENSG00000106546",5,"AHR"
"856","ENSG00000106554",1,"CHCHD3"
"857","ENSG00000106571",4,"GLI3"
"858","ENSG00000106605",1,"BLVRA"
"859","ENSG00000106608",1,"URGCP"
"860","ENSG00000106617",1,"PRKAG2"
"861","ENSG00000106624",1,"AEBP1"
"862","ENSG00000106683",1,"LIMK1"
"863","ENSG00000106688",1,"SLC1A1"
"864","ENSG00000106723",1,"SPIN1"
"865","ENSG00000106785",2,"TRIM14"
"866","ENSG00000106799",4,"TGFBR1"
"867","ENSG00000106804",1,"C5"
"868","ENSG00000106852",1,"LHX6"
"869","ENSG00000106991",2,"ENG"
"870","ENSG00000107104",1,"KANK1"
"871","ENSG00000107105",1,"ELAVL2"
"872","ENSG00000107159",12,"CA9"
"873","ENSG00000107187",1,"LHX3"
"874","ENSG00000107201",3,"DDX58"
"875","ENSG00000107262",1,"BAG1"
"876","ENSG00000107295",3,"SH3GL2"
"877","ENSG00000107317",1,"PTGDS"
"878","ENSG00000107404",2,"DVL1"
"879","ENSG00000107438",1,"PDLIM1"
"880","ENSG00000107485",2,"GATA3"
"881","ENSG00000107562",28,"CXCL12"
"882","ENSG00000107625",1,"DDX50"
"883","ENSG00000107643",14,"MAPK8"
"884","ENSG00000107742",1,"SPOCK2"
"885","ENSG00000107758",1,"PPP3CB"
"886","ENSG00000107779",3,"BMPR1A"
"887","ENSG00000107816",1,"LZTS2"
"888","ENSG00000107821",1,"KAZALD1"
"889","ENSG00000107863",1,"ARHGAP21"
"890","ENSG00000107864",1,"CPEB3"
"891","ENSG00000107874",2,"CUEDC2"
"892","ENSG00000107882",12,"SUFU"
"893","ENSG00000107929",2,"LARP4B"
"894","ENSG00000107937",1,"GTPBP4"
"895","ENSG00000107949",3,"BCCIP"
"896","ENSG00000107954",2,"NEURL1"
"897","ENSG00000107957",1,"SH3PXD2A"
"898","ENSG00000107984",9,"DKK1"
"899","ENSG00000108064",4,"TFAM"
"900","ENSG00000108094",1,"CUL2"
"901","ENSG00000108100",1,"CCNY"
"902","ENSG00000108106",1,"UBE2S"
"903","ENSG00000108231",6,"LGI1"
"904","ENSG00000108256",1,"NUFIP2"
"905","ENSG00000108262",1,"GIT1"
"906","ENSG00000108298",1,"RPL19"
"907","ENSG00000108312",1,"UBTF"
"908","ENSG00000108342",3,"CSF3"
"909","ENSG00000108375",1,"RNF43"
"910","ENSG00000108379",1,"WNT3"
"911","ENSG00000108395",1,"TRIM37"
"912","ENSG00000108405",2,"P2RX1"
"913","ENSG00000108424",2,"KPNB1"
"914","ENSG00000108439",1,"PNPO"
"915","ENSG00000108443",5,"RPS6KB1"
"916","ENSG00000108465",2,"CDK5RAP3"
"917","ENSG00000108518",1,"PFN1"
"918","ENSG00000108551",1,"RASD1"
"919","ENSG00000108557",1,"RAI1"
"920","ENSG00000108561",3,"C1QBP"
"921","ENSG00000108592",1,"FTSJ3"
"922","ENSG00000108622",2,"ICAM2"
"923","ENSG00000108654",3,"DDX5"
"924","ENSG00000108679",1,"LGALS3BP"
"925","ENSG00000108684",1,"ASIC2"
"926","ENSG00000108688",2,"CCL7"
"927","ENSG00000108691",17,"CCL2"
"928","ENSG00000108700",1,"CCL8"
"929","ENSG00000108702",1,"CCL1"
"930","ENSG00000108773",1,"KAT2A"
"931","ENSG00000108797",1,"CNTNAP1"
"932","ENSG00000108798",1,"ABI3"
"933","ENSG00000108819",3,"PPP1R9B"
"934","ENSG00000108821",2,"COL1A1"
"935","ENSG00000108828",1,"VAT1"
"936","ENSG00000108839",2,"ALOX12"
"937","ENSG00000108840",2,"HDAC5"
"938","ENSG00000108846",2,"ABCC3"
"939","ENSG00000108848",1,"LUC7L3"
"940","ENSG00000108854",1,"SMURF2"
"941","ENSG00000108924",1,"HLF"
"942","ENSG00000108946",2,"PRKAR1A"
"943","ENSG00000108947",1,"EFNB3"
"944","ENSG00000108953",2,"YWHAE"
"945","ENSG00000108984",2,"MAP2K6"
"946","ENSG00000109062",4,"SLC9A3R1"
"947","ENSG00000109072",1,"VTN"
"948","ENSG00000109084",1,"TMEM97"
"949","ENSG00000109113",1,"RAB34"
"950","ENSG00000109163",1,"GNRHR"
"951","ENSG00000109270",1,"LAMTOR3"
"952","ENSG00000109320",44,"NFKB1"
"953","ENSG00000109321",1,"AREG"
"954","ENSG00000109332",2,"UBE2D3"
"955","ENSG00000109458",3,"GAB1"
"956","ENSG00000109466",1,"KLHL2"
"957","ENSG00000109471",2,"IL2"
"958","ENSG00000109472",1,"CPE"
"959","ENSG00000109572",6,"CLCN3"
"960","ENSG00000109606",1,"DHX15"
"961","ENSG00000109610",1,"SOD3"
"962","ENSG00000109670",6,"FBXW7"
"963","ENSG00000109674",1,"NEIL3"
"964","ENSG00000109685",1,"NSD2"
"965","ENSG00000109756",1,"RAPGEF2"
"966","ENSG00000109805",1,"NCAPG"
"967","ENSG00000109814",1,"UGDH"
"968","ENSG00000109819",4,"PPARGC1A"
"969","ENSG00000109846",5,"CRYAB"
"970","ENSG00000109854",2,"HTATIP2"
"971","ENSG00000109911",1,"ELP4"
"972","ENSG00000109956",1,"B3GAT1"
"973","ENSG00000109971",6,"HSPA8"
"974","ENSG00000110047",1,"EHD1"
"975","ENSG00000110090",1,"CPT1A"
"976","ENSG00000110092",40,"CCND1"
"977","ENSG00000110107",1,"PRPF19"
"978","ENSG00000110148",1,"CCKBR"
"979","ENSG00000110171",4,"TRIM3"
"980","ENSG00000110195",1,"FOLR1"
"981","ENSG00000110324",1,"IL10RA"
"982","ENSG00000110330",3,"BIRC2"
"983","ENSG00000110367",3,"DDX6"
"984","ENSG00000110395",8,"CBL"
"985","ENSG00000110400",1,"NECTIN1"
"986","ENSG00000110422",1,"HIPK3"
"987","ENSG00000110429",1,"FBXO3"
"988","ENSG00000110436",3,"SLC1A2"
"989","ENSG00000110484",1,"SCGB2A2"
"990","ENSG00000110492",4,"MDK"
"991","ENSG00000110628",4,"SLC22A18"
"992","ENSG00000110693",4,"SOX6"
"993","ENSG00000110711",1,"AIP"
"994","ENSG00000110799",1,"VWF"
"995","ENSG00000110801",1,"PSMD9"
"996","ENSG00000110876",1,"SELPLG"
"997","ENSG00000110880",1,"CORO1C"
"998","ENSG00000110881",6,"ASIC1"
"999","ENSG00000110887",1,"DAO"
"1000","ENSG00000110931",1,"CAMKK2"
"1001","ENSG00000110955",1,"ATP5F1B"
"1002","ENSG00000110958",1,"PTGES3"
"1003","ENSG00000111012",2,"CYP27B1"
"1004","ENSG00000111087",39,"GLI1"
"1005","ENSG00000111142",4,"METAP2"
"1006","ENSG00000111144",1,"LTA4H"
"1007","ENSG00000111181",1,"SLC6A12"
"1008","ENSG00000111199",1,"TRPV4"
"1009","ENSG00000111206",25,"FOXM1"
"1010","ENSG00000111241",1,"FGF6"
"1011","ENSG00000111262",1,"KCNA1"
"1012","ENSG00000111276",23,"CDKN1B"
"1013","ENSG00000111319",2,"SCNN1A"
"1014","ENSG00000111321",1,"LTBR"
"1015","ENSG00000111328",1,"CDK2AP1"
"1016","ENSG00000111341",1,"MGP"
"1017","ENSG00000111371",1,"SLC38A1"
"1018","ENSG00000111424",3,"VDR"
"1019","ENSG00000111445",1,"RFC5"
"1020","ENSG00000111537",9,"IFNG"
"1021","ENSG00000111554",1,"MDM1"
"1022","ENSG00000111596",1,"CNOT2"
"1023","ENSG00000111602",1,"TIMELESS"
"1024","ENSG00000111605",1,"CPSF6"
"1025","ENSG00000111615",1,"KRR1"
"1026","ENSG00000111640",3,"GAPDH"
"1027","ENSG00000111641",1,"NOP2"
"1028","ENSG00000111642",2,"CHD4"
"1029","ENSG00000111653",7,"ING4"
"1030","ENSG00000111664",2,"GNB3"
"1031","ENSG00000111667",1,"USP5"
"1032","ENSG00000111674",2,"ENO2"
"1033","ENSG00000111679",2,"PTPN6"
"1034","ENSG00000111704",10,"NANOG"
"1035","ENSG00000111716",1,"LDHB"
"1036","ENSG00000111725",1,"PRKAB1"
"1037","ENSG00000111728",2,"ST8SIA1"
"1038","ENSG00000111783",1,"RFX4"
"1039","ENSG00000111816",3,"FRK"
"1040","ENSG00000111817",1,"DSE"
"1041","ENSG00000111837",1,"MAK"
"1042","ENSG00000111859",2,"NEDD9"
"1043","ENSG00000111961",2,"SASH1"
"1044","ENSG00000111981",1,"ULBP1"
"1045","ENSG00000112033",1,"PPARD"
"1046","ENSG00000112038",1,"OPRM1"
"1047","ENSG00000112062",11,"MAPK14"
"1048","ENSG00000112079",1,"STK38"
"1049","ENSG00000112096",8,"SOD2"
"1050","ENSG00000112115",5,"IL17A"
"1051","ENSG00000112118",3,"MCM3"
"1052","ENSG00000112130",1,"RNF8"
"1053","ENSG00000112144",1,"ICK"
"1054","ENSG00000112210",1,"RAB23"
"1055","ENSG00000112238",2,"PRDM13"
"1056","ENSG00000112242",5,"E2F3"
"1057","ENSG00000112319",1,"EYA4"
"1058","ENSG00000112333",7,"NR2E1"
"1059","ENSG00000112365",1,"ZBTB24"
"1060","ENSG00000112486",3,"CCR6"
"1061","ENSG00000112531",8,"QKI"
"1062","ENSG00000112578",1,"BYSL"
"1063","ENSG00000112592",1,"TBP"
"1064","ENSG00000112640",1,"PPP2R5D"
"1065","ENSG00000112655",1,"PTK7"
"1066","ENSG00000112658",1,"SRF"
"1067","ENSG00000112695",1,"COX7A2"
"1068","ENSG00000112715",89,"VEGFA"
"1069","ENSG00000112742",2,"TTK"
"1070","ENSG00000112769",2,"LAMA4"
"1071","ENSG00000112902",2,"SEMA5A"
"1072","ENSG00000112936",1,"C7"
"1073","ENSG00000112964",1,"GHR"
"1074","ENSG00000112984",1,"KIF20A"
"1075","ENSG00000113013",2,"HSPA9"
"1076","ENSG00000113070",3,"HBEGF"
"1077","ENSG00000113083",3,"LOX"
"1078","ENSG00000113119",1,"TMCO6"
"1079","ENSG00000113140",16,"SPARC"
"1080","ENSG00000113161",1,"HMGCR"
"1081","ENSG00000113196",2,"HAND1"
"1082","ENSG00000113302",3,"IL12B"
"1083","ENSG00000113360",1,"DROSHA"
"1084","ENSG00000113384",10,"GOLPH3"
"1085","ENSG00000113387",1,"SUB1"
"1086","ENSG00000113389",1,"NPR3"
"1087","ENSG00000113407",1,"TARS"
"1088","ENSG00000113448",3,"PDE4D"
"1089","ENSG00000113460",1,"BRIX1"
"1090","ENSG00000113494",2,"PRLR"
"1091","ENSG00000113520",6,"IL4"
"1092","ENSG00000113522",3,"RAD50"
"1093","ENSG00000113558",2,"SKP1"
"1094","ENSG00000113569",1,"NUP155"
"1095","ENSG00000113575",5,"PPP2CA"
"1096","ENSG00000113578",4,"FGF1"
"1097","ENSG00000113580",4,"NR3C1"
"1098","ENSG00000113600",1,"C9"
"1099","ENSG00000113648",1,"H2AFY"
"1100","ENSG00000113712",1,"CSNK1A1"
"1101","ENSG00000113721",15,"PDGFRB"
"1102","ENSG00000113739",3,"STC2"
"1103","ENSG00000113742",5,"CPEB4"
"1104","ENSG00000113758",1,"DBN1"
"1105","ENSG00000113761",1,"ZNF346"
"1106","ENSG00000113763",1,"UNC5A"
"1107","ENSG00000113889",2,"KNG1"
"1108","ENSG00000113916",4,"BCL6"
"1109","ENSG00000114019",1,"AMOTL2"
"1110","ENSG00000114026",1,"OGG1"
"1111","ENSG00000114030",1,"KPNA1"
"1112","ENSG00000114115",1,"RBP1"
"1113","ENSG00000114125",1,"RNF7"
"1114","ENSG00000114166",2,"KAT2B"
"1115","ENSG00000114209",4,"PDCD10"
"1116","ENSG00000114248",1,"LRRC31"
"1117","ENSG00000114251",13,"WNT5A"
"1118","ENSG00000114268",2,"PFKFB4"
"1119","ENSG00000114302",1,"PRKAR2A"
"1120","ENSG00000114315",6,"HES1"
"1121","ENSG00000114346",4,"ECT2"
"1122","ENSG00000114353",2,"GNAI2"
"1123","ENSG00000114378",1,"HYAL1"
"1124","ENSG00000114388",1,"NPRL2"
"1125","ENSG00000114405",1,"C3orf14"
"1126","ENSG00000114416",2,"FXR1"
"1127","ENSG00000114423",1,"CBLB"
"1128","ENSG00000114446",1,"IFT57"
"1129","ENSG00000114503",1,"NCBP2"
"1130","ENSG00000114554",1,"PLXNA1"
"1131","ENSG00000114767",1,"RRP9"
"1132","ENSG00000114770",2,"ABCC5"
"1133","ENSG00000114790",2,"ARHGEF26"
"1134","ENSG00000114812",1,"VIPR1"
"1135","ENSG00000114850",1,"SSR3"
"1136","ENSG00000114859",1,"CLCN2"
"1137","ENSG00000114861",2,"FOXP1"
"1138","ENSG00000114948",1,"ADAM23"
"1139","ENSG00000114978",1,"MOB1A"
"1140","ENSG00000114993",1,"RTKN"
"1141","ENSG00000115008",1,"IL1A"
"1142","ENSG00000115009",5,"CCL20"
"1143","ENSG00000115053",9,"NCL"
"1144","ENSG00000115091",2,"ACTR3"
"1145","ENSG00000115129",1,"TP53I3"
"1146","ENSG00000115170",7,"ACVR1"
"1147","ENSG00000115207",1,"GTF3C2"
"1148","ENSG00000115211",1,"EIF2B4"
"1149","ENSG00000115232",1,"ITGA4"
"1150","ENSG00000115241",2,"PPM1G"
"1151","ENSG00000115252",1,"PDE1A"
"1152","ENSG00000115267",3,"IFIH1"
"1153","ENSG00000115286",1,"NDUFS7"
"1154","ENSG00000115289",1,"PCGF1"
"1155","ENSG00000115310",6,"RTN4"
"1156","ENSG00000115317",1,"HTRA2"
"1157","ENSG00000115325",1,"DOK1"
"1158","ENSG00000115353",8,"TACR1"
"1159","ENSG00000115355",2,"CCDC88A"
"1160","ENSG00000115363",1,"EVA1A"
"1161","ENSG00000115380",11,"EFEMP1"
"1162","ENSG00000115414",9,"FN1"
"1163","ENSG00000115415",12,"STAT1"
"1164","ENSG00000115419",4,"GLS"
"1165","ENSG00000115457",28,"IGFBP2"
"1166","ENSG00000115486",1,"GGCX"
"1167","ENSG00000115507",1,"OTX1"
"1168","ENSG00000115540",1,"MOB4"
"1169","ENSG00000115541",1,"HSPE1"
"1170","ENSG00000115556",1,"PLCD4"
"1171","ENSG00000115596",1,"WNT6"
"1172","ENSG00000115602",4,"IL1RL1"
"1173","ENSG00000115641",3,"FHL2"
"1174","ENSG00000115657",1,"ABCB6"
"1175","ENSG00000115687",1,"PASK"
"1176","ENSG00000115694",1,"STK25"
"1177","ENSG00000115738",8,"ID2"
"1178","ENSG00000115758",2,"ODC1"
"1179","ENSG00000115760",2,"BIRC6"
"1180","ENSG00000115816",1,"CEBPZ"
"1181","ENSG00000115844",2,"DLX2"
"1182","ENSG00000115884",4,"SDC1"
"1183","ENSG00000115904",4,"SOS1"
"1184","ENSG00000115919",1,"KYNU"
"1185","ENSG00000115935",1,"WIPF1"
"1186","ENSG00000115942",1,"ORC2"
"1187","ENSG00000115963",5,"RND3"
"1188","ENSG00000115966",2,"ATF2"
"1189","ENSG00000116016",15,"EPAS1"
"1190","ENSG00000116030",2,"SUMO1"
"1191","ENSG00000116031",1,"CD207"
"1192","ENSG00000116044",23,"NFE2L2"
"1193","ENSG00000116062",9,"MSH6"
"1194","ENSG00000116095",1,"PLEKHA3"
"1195","ENSG00000116106",1,"EPHA4"
"1196","ENSG00000116127",1,"ALMS1"
"1197","ENSG00000116132",2,"PRRX1"
"1198","ENSG00000116133",1,"DHCR24"
"1199","ENSG00000116147",2,"TNR"
"1200","ENSG00000116161",3,"CACYBP"
"1201","ENSG00000116209",2,"TMEM59"
"1202","ENSG00000116254",2,"CHD5"
"1203","ENSG00000116260",1,"QSOX1"
"1204","ENSG00000116285",3,"ERRFI1"
"1205","ENSG00000116288",6,"PARK7"
"1206","ENSG00000116329",2,"OPRD1"
"1207","ENSG00000116455",1,"WDR77"
"1208","ENSG00000116473",1,"RAP1A"
"1209","ENSG00000116478",10,"HDAC1"
"1210","ENSG00000116489",1,"CAPZA1"
"1211","ENSG00000116604",1,"MEF2D"
"1212","ENSG00000116641",2,"DOCK7"
"1213","ENSG00000116678",3,"LEPR"
"1214","ENSG00000116688",1,"MFN2"
"1215","ENSG00000116691",4,"MIIP"
"1216","ENSG00000116701",1,"NCF2"
"1217","ENSG00000116703",1,"PDC"
"1218","ENSG00000116711",1,"PLA2G4A"
"1219","ENSG00000116717",3,"GADD45A"
"1220","ENSG00000116729",2,"WLS"
"1221","ENSG00000116731",3,"PRDM2"
"1222","ENSG00000116747",1,"RO60"
"1223","ENSG00000116809",1,"ZBTB17"
"1224","ENSG00000116852",1,"KIF21B"
"1225","ENSG00000116984",2,"MTR"
"1226","ENSG00000117020",9,"AKT3"
"1227","ENSG00000117115",1,"PADI2"
"1228","ENSG00000117118",1,"SDHB"
"1229","ENSG00000117139",2,"KDM5B"
"1230","ENSG00000117152",1,"RGS4"
"1231","ENSG00000117153",1,"KLHL12"
"1232","ENSG00000117222",1,"RBBP5"
"1233","ENSG00000117226",1,"GBP3"
"1234","ENSG00000117228",2,"GBP1"
"1235","ENSG00000117266",1,"CDK18"
"1236","ENSG00000117318",3,"ID3"
"1237","ENSG00000117335",1,"CD46"
"1238","ENSG00000117360",1,"PRPF3"
"1239","ENSG00000117394",8,"SLC2A1"
"1240","ENSG00000117395",1,"EBNA1BP2"
"1241","ENSG00000117399",9,"CDC20"
"1242","ENSG00000117425",1,"PTCH2"
"1243","ENSG00000117448",2,"AKR1A1"
"1244","ENSG00000117450",4,"PRDX1"
"1245","ENSG00000117461",2,"PIK3R3"
"1246","ENSG00000117525",5,"F3"
"1247","ENSG00000117560",10,"FASLG"
"1248","ENSG00000117592",2,"PRDX6"
"1249","ENSG00000117593",1,"DARS2"
"1250","ENSG00000117601",1,"SERPINC1"
"1251","ENSG00000117614",1,"SYF2"
"1252","ENSG00000117632",6,"STMN1"
"1253","ENSG00000117650",2,"NEK2"
"1254","ENSG00000117676",2,"RPS6KA1"
"1255","ENSG00000117691",1,"NENF"
"1256","ENSG00000117707",4,"PROX1"
"1257","ENSG00000117724",1,"CENPF"
"1258","ENSG00000117748",2,"RPA2"
"1259","ENSG00000117984",3,"CTSD"
"1260","ENSG00000118046",2,"STK11"
"1261","ENSG00000118058",3,"KMT2A"
"1262","ENSG00000118094",2,"TREH"
"1263","ENSG00000118113",1,"MMP8"
"1264","ENSG00000118137",1,"APOA1"
"1265","ENSG00000118160",2,"SLC8A2"
"1266","ENSG00000118193",4,"KIF14"
"1267","ENSG00000118194",1,"TNNT2"
"1268","ENSG00000118200",1,"CAMSAP2"
"1269","ENSG00000118246",1,"FASTKD2"
"1270","ENSG00000118257",6,"NRP2"
"1271","ENSG00000118260",16,"CREB1"
"1272","ENSG00000118432",6,"CNR1"
"1273","ENSG00000118482",3,"PHF3"
"1274","ENSG00000118492",1,"ADGB"
