"","V3","n","hgnc_symbol"
"2173","ENSG00000113070",8,"HBEGF"
"2174","ENSG00000113083",22,"LOX"
"2175","ENSG00000113140",14,"SPARC"
"2176","ENSG00000113141",2,"IK"
"2177","ENSG00000113161",5,"HMGCR"
"2178","ENSG00000113163",1,"CERT1"
"2179","ENSG00000113194",1,"FAF2"
"2180","ENSG00000113231",1,"PDE8B"
"2181","ENSG00000113273",1,"ARSB"
"2182","ENSG00000113296",1,"THBS4"
"2183","ENSG00000113302",3,"IL12B"
"2184","ENSG00000113318",2,"MSH3"
"2185","ENSG00000113328",1,"CCNG1"
"2186","ENSG00000113360",10,"DROSHA"
"2187","ENSG00000113361",1,"CDH6"
"2188","ENSG00000113368",5,"LMNB1"
"2189","ENSG00000113369",5,"ARRDC3"
"2190","ENSG00000113384",3,"GOLPH3"
"2191","ENSG00000113387",3,"SUB1"
"2192","ENSG00000113391",1,"FAM172A"
"2193","ENSG00000113396",1,"SLC27A6"
"2194","ENSG00000113430",1,"IRX4"
"2195","ENSG00000113448",1,"PDE4D"
"2196","ENSG00000113456",2,"RAD1"
"2197","ENSG00000113494",49,"PRLR"
"2198","ENSG00000113504",1,"SLC12A7"
"2199","ENSG00000113520",14,"IL4"
"2200","ENSG00000113522",24,"RAD50"
"2201","ENSG00000113525",2,"IL5"
"2202","ENSG00000113532",2,"ST8SIA4"
"2203","ENSG00000113552",1,"GNPDA1"
"2204","ENSG00000113558",9,"SKP1"
"2205","ENSG00000113575",16,"PPP2CA"
"2206","ENSG00000113578",7,"FGF1"
"2207","ENSG00000113580",19,"NR3C1"
"2208","ENSG00000113594",4,"LIFR"
"2209","ENSG00000113595",1,"TRIM23"
"2210","ENSG00000113643",2,"RARS"
"2211","ENSG00000113645",6,"WWC1"
"2212","ENSG00000113648",5,"H2AFY"
"2213","ENSG00000113657",1,"DPYSL3"
"2214","ENSG00000113658",2,"SMAD5"
"2215","ENSG00000113712",5,"CSNK1A1"
"2216","ENSG00000113719",1,"ERGIC1"
"2217","ENSG00000113721",15,"PDGFRB"
"2218","ENSG00000113722",1,"CDX1"
"2219","ENSG00000113739",7,"STC2"
"2220","ENSG00000113742",1,"CPEB4"
"2221","ENSG00000113749",1,"HRH2"
"2222","ENSG00000113758",1,"DBN1"
"2223","ENSG00000113763",1,"UNC5A"
"2224","ENSG00000113810",2,"SMC4"
"2225","ENSG00000113812",1,"ACTR8"
"2226","ENSG00000113889",1,"KNG1"
"2227","ENSG00000113905",4,"HRG"
"2228","ENSG00000113916",10,"BCL6"
"2229","ENSG00000113946",3,"CLDN16"
"2230","ENSG00000114019",3,"AMOTL2"
"2231","ENSG00000114023",1,"FAM162A"
"2232","ENSG00000114026",27,"OGG1"
"2233","ENSG00000114030",4,"KPNA1"
"2234","ENSG00000114054",1,"PCCB"
"2235","ENSG00000114062",4,"UBE3A"
"2236","ENSG00000114098",2,"ARMC8"
"2237","ENSG00000114107",2,"CEP70"
"2238","ENSG00000114113",1,"RBP2"
"2239","ENSG00000114115",3,"RBP1"
"2240","ENSG00000114120",1,"SLC25A36"
"2241","ENSG00000114127",2,"XRN1"
"2242","ENSG00000114166",13,"KAT2B"
"2243","ENSG00000114200",2,"BCHE"
"2244","ENSG00000114204",1,"SERPINI2"
"2245","ENSG00000114248",1,"LRRC31"
"2246","ENSG00000114251",21,"WNT5A"
"2247","ENSG00000114268",4,"PFKFB4"
"2248","ENSG00000114270",3,"COL7A1"
"2249","ENSG00000114279",1,"FGF12"
"2250","ENSG00000114302",1,"PRKAR2A"
"2251","ENSG00000114315",5,"HES1"
"2252","ENSG00000114316",4,"USP4"
"2253","ENSG00000114346",2,"ECT2"
"2254","ENSG00000114353",1,"GNAI2"
"2255","ENSG00000114378",7,"HYAL1"
"2256","ENSG00000114388",1,"NPRL2"
"2257","ENSG00000114391",2,"RPL24"
"2258","ENSG00000114416",1,"FXR1"
"2259","ENSG00000114423",8,"CBLB"
"2260","ENSG00000114439",2,"BBX"
"2261","ENSG00000114450",4,"GNB4"
"2262","ENSG00000114455",1,"HHLA2"
"2263","ENSG00000114491",2,"UMPS"
"2264","ENSG00000114503",1,"NCBP2"
"2265","ENSG00000114544",1,"SLC41A3"
"2266","ENSG00000114554",1,"PLXNA1"
"2267","ENSG00000114573",2,"ATP6V1A"
"2268","ENSG00000114650",1,"SCAP"
"2269","ENSG00000114670",1,"NEK11"
"2270","ENSG00000114737",1,"CISH"
"2271","ENSG00000114739",1,"ACVR2B"
"2272","ENSG00000114742",1,"WDR48"
"2273","ENSG00000114745",1,"GORASP1"
"2274","ENSG00000114767",1,"RRP9"
"2275","ENSG00000114770",5,"ABCC5"
"2276","ENSG00000114790",1,"ARHGEF26"
"2277","ENSG00000114812",3,"VIPR1"
"2278","ENSG00000114850",1,"SSR3"
"2279","ENSG00000114861",10,"FOXP1"
"2280","ENSG00000114867",10,"EIF4G1"
"2281","ENSG00000114933",1,"INO80D"
"2282","ENSG00000114942",4,"EEF1B2"
"2283","ENSG00000114948",4,"ADAM23"
"2284","ENSG00000114978",1,"MOB1A"
"2285","ENSG00000114982",1,"KANSL3"
"2286","ENSG00000114993",3,"RTKN"
"2287","ENSG00000114999",1,"TTL"
"2288","ENSG00000115008",10,"IL1A"
"2289","ENSG00000115009",5,"CCL20"
"2290","ENSG00000115053",18,"NCL"
"2291","ENSG00000115073",1,"ACTR1B"
"2292","ENSG00000115085",2,"ZAP70"
"2293","ENSG00000115091",6,"ACTR3"
"2294","ENSG00000115109",2,"EPB41L5"
"2295","ENSG00000115128",1,"SF3B6"
"2296","ENSG00000115129",1,"TP53I3"
"2297","ENSG00000115138",2,"POMC"
"2298","ENSG00000115145",1,"STAM2"
"2299","ENSG00000115163",3,"CENPA"
"2300","ENSG00000115170",3,"ACVR1"
"2301","ENSG00000115207",1,"GTF3C2"
"2302","ENSG00000115211",1,"EIF2B4"
"2303","ENSG00000115221",6,"ITGB6"
"2304","ENSG00000115232",2,"ITGA4"
"2305","ENSG00000115233",2,"PSMD14"
"2306","ENSG00000115234",2,"SNX17"
"2307","ENSG00000115241",1,"PPM1G"
"2308","ENSG00000115266",2,"APC2"
"2309","ENSG00000115267",1,"IFIH1"
"2310","ENSG00000115268",2,"RPS15"
"2311","ENSG00000115275",1,"MOGS"
"2312","ENSG00000115282",1,"TTC31"
"2313","ENSG00000115286",1,"NDUFS7"
"2314","ENSG00000115289",1,"PCGF1"
"2315","ENSG00000115290",1,"GRB14"
"2316","ENSG00000115306",2,"SPTBN1"
"2317","ENSG00000115307",1,"AUP1"
"2318","ENSG00000115310",4,"RTN4"
"2319","ENSG00000115318",1,"LOXL3"
"2320","ENSG00000115325",3,"DOK1"
"2321","ENSG00000115339",1,"GALNT3"
"2322","ENSG00000115353",9,"TACR1"
"2323","ENSG00000115355",11,"CCDC88A"
"2324","ENSG00000115364",2,"MRPL19"
"2325","ENSG00000115368",2,"WDR75"
"2326","ENSG00000115380",6,"EFEMP1"
"2327","ENSG00000115386",1,"REG1A"
"2328","ENSG00000115392",1,"FANCL"
"2329","ENSG00000115414",23,"FN1"
"2330","ENSG00000115415",26,"STAT1"
"2331","ENSG00000115419",7,"GLS"
"2332","ENSG00000115457",20,"IGFBP2"
"2333","ENSG00000115461",20,"IGFBP5"
"2334","ENSG00000115468",1,"EFHD1"
"2335","ENSG00000115484",2,"CCT4"
"2336","ENSG00000115486",1,"GGCX"
"2337","ENSG00000115507",2,"OTX1"
"2338","ENSG00000115520",1,"COQ10B"
"2339","ENSG00000115524",4,"SF3B1"
"2340","ENSG00000115540",1,"MOB4"
"2341","ENSG00000115541",1,"HSPE1"
"2342","ENSG00000115548",4,"KDM3A"
"2343","ENSG00000115556",1,"PLCD4"
"2344","ENSG00000115568",1,"ZNF142"
"2345","ENSG00000115590",1,"IL1R2"
"2346","ENSG00000115592",2,"PRKAG3"
"2347","ENSG00000115594",6,"IL1R1"
"2348","ENSG00000115602",4,"IL1RL1"
"2349","ENSG00000115641",6,"FHL2"
"2350","ENSG00000115648",1,"MLPH"
"2351","ENSG00000115677",2,"HDLBP"
"2352","ENSG00000115685",1,"PPP1R7"
"2353","ENSG00000115705",4,"TPO"
"2354","ENSG00000115718",2,"PROC"
"2355","ENSG00000115738",6,"ID2"
"2356","ENSG00000115750",2,"TAF1B"
"2357","ENSG00000115756",1,"HPCAL1"
"2358","ENSG00000115758",4,"ODC1"
"2359","ENSG00000115760",1,"BIRC6"
"2360","ENSG00000115761",2,"NOL10"
"2361","ENSG00000115806",1,"GORASP2"
"2362","ENSG00000115808",1,"STRN"
"2363","ENSG00000115816",1,"CEBPZ"
"2364","ENSG00000115825",4,"PRKD3"
"2365","ENSG00000115827",1,"DCAF17"
"2366","ENSG00000115840",1,"SLC25A12"
"2367","ENSG00000115844",4,"DLX2"
"2368","ENSG00000115850",2,"LCT"
"2369","ENSG00000115875",2,"SRSF7"
"2370","ENSG00000115884",33,"SDC1"
"2371","ENSG00000115935",3,"WIPF1"
"2372","ENSG00000115942",1,"ORC2"
"2373","ENSG00000115944",1,"COX7A2L"
"2374","ENSG00000115946",2,"PNO1"
"2375","ENSG00000115963",1,"RND3"
"2376","ENSG00000115966",12,"ATF2"
"2377","ENSG00000116001",3,"TIA1"
"2378","ENSG00000116014",8,"KISS1R"
"2379","ENSG00000116016",27,"EPAS1"
"2380","ENSG00000116017",1,"ARID3A"
"2381","ENSG00000116030",4,"SUMO1"
"2382","ENSG00000116044",46,"NFE2L2"
"2383","ENSG00000116062",11,"MSH6"
"2384","ENSG00000116106",6,"EPHA4"
"2385","ENSG00000116120",1,"FARSB"
"2386","ENSG00000116127",1,"ALMS1"
"2387","ENSG00000116128",2,"BCL9"
"2388","ENSG00000116132",4,"PRRX1"
"2389","ENSG00000116138",1,"DNAJC16"
"2390","ENSG00000116147",1,"TNR"
"2391","ENSG00000116157",1,"GPX7"
"2392","ENSG00000116161",3,"CACYBP"
"2393","ENSG00000116176",1,"TPSG1"
"2394","ENSG00000116209",2,"TMEM59"
"2395","ENSG00000116221",1,"MRPL37"
"2396","ENSG00000116237",2,"ICMT"
"2397","ENSG00000116251",3,"RPL22"
"2398","ENSG00000116254",2,"CHD5"
"2399","ENSG00000116260",5,"QSOX1"
"2400","ENSG00000116285",4,"ERRFI1"
"2401","ENSG00000116288",12,"PARK7"
"2402","ENSG00000116299",2,"KIAA1324"
"2403","ENSG00000116329",1,"OPRD1"
"2404","ENSG00000116350",2,"SRSF4"
"2405","ENSG00000116455",4,"WDR77"
"2406","ENSG00000116459",1,"ATP5PB"
"2407","ENSG00000116473",3,"RAP1A"
"2408","ENSG00000116478",65,"HDAC1"
"2409","ENSG00000116489",4,"CAPZA1"
"2410","ENSG00000116525",3,"TRIM62"
"2411","ENSG00000116560",3,"SFPQ"
"2412","ENSG00000116580",1,"GON4L"
"2413","ENSG00000116584",5,"ARHGEF2"
"2414","ENSG00000116586",2,"LAMTOR2"
"2415","ENSG00000116641",1,"DOCK7"
"2416","ENSG00000116670",2,"MAD2L2"
"2417","ENSG00000116675",1,"DNAJC6"
"2418","ENSG00000116678",38,"LEPR"
"2419","ENSG00000116685",1,"KIAA2013"
"2420","ENSG00000116688",5,"MFN2"
"2421","ENSG00000116691",1,"MIIP"
"2422","ENSG00000116701",1,"NCF2"
"2423","ENSG00000116704",1,"SLC35D1"
"2424","ENSG00000116711",3,"PLA2G4A"
"2425","ENSG00000116717",9,"GADD45A"
"2426","ENSG00000116729",1,"WLS"
"2427","ENSG00000116731",6,"PRDM2"
"2428","ENSG00000116741",2,"RGS2"
"2429","ENSG00000116750",1,"UCHL5"
"2430","ENSG00000116752",10,"BCAS2"
"2431","ENSG00000116761",1,"CTH"
"2432","ENSG00000116783",1,"TNNI3K"
"2433","ENSG00000116791",1,"CRYZ"
"2434","ENSG00000116809",1,"ZBTB17"
"2435","ENSG00000116815",1,"CD58"
"2436","ENSG00000116824",1,"CD2"
"2437","ENSG00000116833",12,"NR5A2"
"2438","ENSG00000116898",1,"MRPS15"
"2439","ENSG00000116903",2,"EXOC8"
"2440","ENSG00000116918",1,"TSNAX"
"2441","ENSG00000116922",1,"C1orf109"
"2442","ENSG00000116962",5,"NID1"
"2443","ENSG00000116977",3,"LGALS8"
"2444","ENSG00000116984",23,"MTR"
"2445","ENSG00000116990",1,"MYCL"
"2446","ENSG00000116991",1,"SIPA1L2"
"2447","ENSG00000117020",17,"AKT3"
"2448","ENSG00000117036",1,"ETV3"
"2449","ENSG00000117114",2,"ADGRL2"
"2450","ENSG00000117115",2,"PADI2"
"2451","ENSG00000117118",2,"SDHB"
"2452","ENSG00000117122",1,"MFAP2"
"2453","ENSG00000117133",2,"RPF1"
"2454","ENSG00000117139",20,"KDM5B"
"2455","ENSG00000117152",1,"RGS4"
"2456","ENSG00000117153",1,"KLHL12"
"2457","ENSG00000117174",1,"ZNHIT6"
"2458","ENSG00000117222",3,"RBBP5"
"2459","ENSG00000117228",3,"GBP1"
"2460","ENSG00000117298",1,"ECE1"
"2461","ENSG00000117318",3,"ID3"
"2462","ENSG00000117335",4,"CD46"
"2463","ENSG00000117360",4,"PRPF3"
"2464","ENSG00000117394",20,"SLC2A1"
"2465","ENSG00000117399",6,"CDC20"
"2466","ENSG00000117407",7,"ARTN"
"2467","ENSG00000117450",11,"PRDX1"
"2468","ENSG00000117461",1,"PIK3R3"
"2469","ENSG00000117472",1,"TSPAN1"
"2470","ENSG00000117479",1,"SLC19A2"
"2471","ENSG00000117480",2,"FAAH"
"2472","ENSG00000117481",2,"NSUN4"
"2473","ENSG00000117523",1,"PRRC2C"
"2474","ENSG00000117525",24,"F3"
"2475","ENSG00000117528",1,"ABCD3"
"2476","ENSG00000117543",1,"DPH5"
"2477","ENSG00000117560",18,"FASLG"
"2478","ENSG00000117586",2,"TNFSF4"
"2479","ENSG00000117592",6,"PRDX6"
"2480","ENSG00000117594",4,"HSD11B1"
"2481","ENSG00000117595",4,"IRF6"
"2482","ENSG00000117597",1,"UTP25"
"2483","ENSG00000117601",2,"SERPINC1"
"2484","ENSG00000117602",1,"RCAN3"
"2485","ENSG00000117616",1,"RSRP1"
"2486","ENSG00000117625",2,"RCOR3"
"2487","ENSG00000117632",12,"STMN1"
"2488","ENSG00000117640",1,"MTFR1L"
"2489","ENSG00000117650",16,"NEK2"
"2490","ENSG00000117676",15,"RPS6KA1"
"2491","ENSG00000117707",3,"PROX1"
"2492","ENSG00000117713",14,"ARID1A"
"2493","ENSG00000117724",5,"CENPF"
"2494","ENSG00000117748",6,"RPA2"
"2495","ENSG00000117862",1,"TXNDC12"
"2496","ENSG00000117877",2,"CD3EAP"
"2497","ENSG00000117899",1,"MESD"
"2498","ENSG00000117906",1,"RCN2"
"2499","ENSG00000117983",3,"MUC5B"
"2500","ENSG00000117984",36,"CTSD"
"2501","ENSG00000118046",27,"STK11"
"2502","ENSG00000118058",3,"KMT2A"
"2503","ENSG00000118113",8,"MMP8"
"2504","ENSG00000118137",7,"APOA1"
"2505","ENSG00000118181",1,"RPS25"
"2506","ENSG00000118193",7,"KIF14"
"2507","ENSG00000118194",1,"TNNT2"
"2508","ENSG00000118200",2,"CAMSAP2"
"2509","ENSG00000118246",2,"FASTKD2"
"2510","ENSG00000118257",7,"NRP2"
"2511","ENSG00000118260",20,"CREB1"
"2512","ENSG00000118432",2,"CNR1"
"2513","ENSG00000118482",1,"PHF3"
"2514","ENSG00000118495",3,"PLAGL1"
"2515","ENSG00000118503",5,"TNFAIP3"
"2516","ENSG00000118513",18,"MYB"
"2517","ENSG00000118515",9,"SGK1"
"2518","ENSG00000118518",2,"RNF146"
"2519","ENSG00000118520",3,"ARG1"
"2520","ENSG00000118523",17,"CCN2"
"2521","ENSG00000118526",2,"TCF21"
"2522","ENSG00000118579",6,"MED28"
"2523","ENSG00000118596",3,"SLC16A7"
"2524","ENSG00000118655",1,"DCLRE1B"
"2525","ENSG00000118680",2,"MYL12B"
"2526","ENSG00000118689",44,"FOXO3"
"2527","ENSG00000118702",8,"GHRH"
"2528","ENSG00000118705",6,"RPN2"
"2529","ENSG00000118733",1,"OLFM3"
"2530","ENSG00000118762",1,"PKD2"
"2531","ENSG00000118777",97,"ABCG2"
"2532","ENSG00000118785",54,"SPP1"
"2533","ENSG00000118816",1,"CCNI"
"2534","ENSG00000118849",4,"RARRES1"
"2535","ENSG00000118898",1,"PPL"
"2536","ENSG00000118900",1,"UBN1"
"2537","ENSG00000118922",3,"KLF12"
"2538","ENSG00000118939",3,"UCHL3"
"2539","ENSG00000118946",1,"PCDH17"
"2540","ENSG00000118971",14,"CCND2"
"2541","ENSG00000118997",1,"DNAH7"
"2542","ENSG00000119041",2,"GTF3C3"
"2543","ENSG00000119042",3,"SATB2"
"2544","ENSG00000119048",6,"UBE2B"
"2545","ENSG00000119138",1,"KLF9"
"2546","ENSG00000119139",1,"TJP2"
"2547","ENSG00000119147",3,"ECRG4"
"2548","ENSG00000119185",2,"ITGB1BP1"
"2549","ENSG00000119203",1,"CPSF3"
"2550","ENSG00000119231",3,"SENP5"
"2551","ENSG00000119285",2,"HEATR1"
"2552","ENSG00000119314",2,"PTBP3"
"2553","ENSG00000119318",8,"RAD23B"
"2554","ENSG00000119321",1,"FKBP15"
"2555","ENSG00000119335",3,"SET"
"2556","ENSG00000119383",7,"PTPA"
"2557","ENSG00000119392",1,"GLE1"
"2558","ENSG00000119397",1,"CNTRL"
"2559","ENSG00000119408",2,"NEK6"
"2560","ENSG00000119411",1,"BSPRY"
"2561","ENSG00000119414",2,"PPP6C"
"2562","ENSG00000119421",1,"NDUFA8"
"2563","ENSG00000119471",1,"HSDL2"
"2564","ENSG00000119487",2,"MAPKAP1"
"2565","ENSG00000119508",1,"NR4A3"
"2566","ENSG00000119522",1,"DENND1A"
"2567","ENSG00000119535",2,"CSF3R"
"2568","ENSG00000119541",1,"VPS4B"
"2569","ENSG00000119574",1,"ZBTB45"
"2570","ENSG00000119596",2,"YLPM1"
"2571","ENSG00000119616",1,"FCF1"
"2572","ENSG00000119630",5,"PGF"
"2573","ENSG00000119638",3,"NEK9"
"2574","ENSG00000119669",3,"IRF2BPL"
"2575","ENSG00000119684",1,"MLH3"
"2576","ENSG00000119685",1,"TTLL5"
"2577","ENSG00000119686",1,"FLVCR2"
"2578","ENSG00000119689",1,"DLST"
"2579","ENSG00000119699",4,"TGFB3"
"2580","ENSG00000119705",2,"SLIRP"
"2581","ENSG00000119707",2,"RBM25"
"2582","ENSG00000119711",1,"ALDH6A1"
"2583","ENSG00000119715",4,"ESRRB"
"2584","ENSG00000119720",1,"NRDE2"
"2585","ENSG00000119760",2,"SUPT7L"
"2586","ENSG00000119771",1,"KLHL29"
"2587","ENSG00000119772",12,"DNMT3A"
"2588","ENSG00000119801",2,"YPEL5"
"2589","ENSG00000119812",1,"FAM98A"
"2590","ENSG00000119862",1,"LGALSL"
"2591","ENSG00000119866",5,"BCL11A"
"2592","ENSG00000119888",34,"EPCAM"
"2593","ENSG00000119906",1,"SLF2"
"2594","ENSG00000119912",3,"IDE"
"2595","ENSG00000119919",1,"NKX2-3"
"2596","ENSG00000119922",1,"IFIT2"
"2597","ENSG00000119927",1,"GPAM"
"2598","ENSG00000119950",2,"MXI1"
"2599","ENSG00000119969",1,"HELLS"
"2600","ENSG00000120008",1,"WDR11"
"2601","ENSG00000120029",1,"ARMH3"
"2602","ENSG00000120053",1,"GOT1"
"2603","ENSG00000120057",1,"SFRP5"
"2604","ENSG00000120063",6,"GNA13"
"2605","ENSG00000120068",1,"HOXB8"
"2606","ENSG00000120071",1,"KANSL1"
"2607","ENSG00000120075",2,"HOXB5"
"2608","ENSG00000120088",2,"CRHR1"
"2609","ENSG00000120093",1,"HOXB3"
"2610","ENSG00000120129",10,"DUSP1"
"2611","ENSG00000120149",2,"MSX2"
"2612","ENSG00000120156",7,"TEK"
"2613","ENSG00000120158",1,"RCL1"
"2614","ENSG00000120159",1,"CAAP1"
"2615","ENSG00000120211",1,"INSL4"
"2616","ENSG00000120217",74,"CD274"
"2617","ENSG00000120253",1,"NUP43"
"2618","ENSG00000120254",1,"MTHFD1L"
"2619","ENSG00000120262",10,"CCDC170"
"2620","ENSG00000120265",2,"PCMT1"
"2621","ENSG00000120314",1,"WDR55"
"2622","ENSG00000120332",4,"TNN"
"2623","ENSG00000120337",1,"TNFSF18"
"2624","ENSG00000120341",1,"SEC16B"
"2625","ENSG00000120437",1,"ACAT2"
"2626","ENSG00000120438",5,"TCP1"
"2627","ENSG00000120471",2,"TP53AIP1"
"2628","ENSG00000120500",1,"ARR3"
"2629","ENSG00000120509",1,"PDZD11"
"2630","ENSG00000120526",2,"NUDCD1"
"2631","ENSG00000120533",3,"ENY2"
"2632","ENSG00000120539",3,"MASTL"
"2633","ENSG00000120549",1,"KIAA1217"
"2634","ENSG00000120616",4,"EPC1"
"2635","ENSG00000120656",3,"TAF12"
"2636","ENSG00000120659",43,"TNFSF11"
"2637","ENSG00000120669",1,"SOHLH2"
"2638","ENSG00000120675",3,"DNAJC15"
"2639","ENSG00000120686",1,"UFM1"
"2640","ENSG00000120690",2,"ELF1"
"2641","ENSG00000120693",1,"SMAD9"
"2642","ENSG00000120694",4,"HSPH1"
"2643","ENSG00000120699",2,"EXOSC8"
"2644","ENSG00000120705",2,"ETF1"
"2645","ENSG00000120708",3,"TGFBI"
"2646","ENSG00000120733",5,"KDM3B"
"2647","ENSG00000120738",14,"EGR1"
"2648","ENSG00000120756",1,"PLS1"
"2649","ENSG00000120798",1,"NR2C1"
"2650","ENSG00000120800",4,"UTP20"
"2651","ENSG00000120802",3,"TMPO"
"2652","ENSG00000120833",3,"SOCS2"
"2653","ENSG00000120837",1,"NFYB"
"2654","ENSG00000120868",6,"APAF1"
"2655","ENSG00000120875",4,"DUSP4"
"2656","ENSG00000120885",14,"CLU"
"2657","ENSG00000120889",22,"TNFRSF10B"
"2658","ENSG00000120899",9,"PTK2B"
"2659","ENSG00000120913",4,"PDLIM2"
"2660","ENSG00000120937",3,"NPPB"
"2661","ENSG00000120948",4,"TARDBP"
"2662","ENSG00000120949",1,"TNFRSF8"
"2663","ENSG00000120992",1,"LYPLA1"
"2664","ENSG00000121022",10,"COPS5"
"2665","ENSG00000121053",1,"EPX"
"2666","ENSG00000121057",2,"AKAP1"
"2667","ENSG00000121060",9,"TRIM25"
"2668","ENSG00000121067",5,"SPOP"
"2669","ENSG00000121068",4,"TBX2"
"2670","ENSG00000121101",1,"TEX14"
"2671","ENSG00000121152",1,"NCAPH"
"2672","ENSG00000121207",1,"LRAT"
"2673","ENSG00000121270",11,"ABCC11"
"2674","ENSG00000121274",1,"TENT4B"
"2675","ENSG00000121297",1,"TSHZ3"
"2676","ENSG00000121335",2,"PRB2"
"2677","ENSG00000121380",3,"BCL2L14"
"2678","ENSG00000121390",3,"PSPC1"
"2679","ENSG00000121446",3,"RGSL1"
"2680","ENSG00000121481",6,"RNF2"
"2681","ENSG00000121552",3,"CSTA"
"2682","ENSG00000121594",1,"CD80"
"2683","ENSG00000121621",2,"KIF18A"
"2684","ENSG00000121671",7,"CRY2"
"2685","ENSG00000121691",17,"CAT"
"2686","ENSG00000121741",2,"ZMYM2"
"2687","ENSG00000121742",2,"GJB6"
"2688","ENSG00000121743",2,"GJA3"
"2689","ENSG00000121753",1,"ADGRB2"
"2690","ENSG00000121766",1,"ZCCHC17"
"2691","ENSG00000121769",4,"FABP3"
"2692","ENSG00000121774",7,"KHDRBS1"
"2693","ENSG00000121797",2,"CCRL2"
"2694","ENSG00000121807",8,"CCR2"
"2695","ENSG00000121853",4,"GHSR"
"2696","ENSG00000121858",50,"TNFSF10"
"2697","ENSG00000121864",1,"ZNF639"
"2698","ENSG00000121879",237,"PIK3CA"
"2699","ENSG00000121892",3,"PDS5A"
"2700","ENSG00000121931",1,"LRIF1"
"2701","ENSG00000121957",3,"GPSM2"
"2702","ENSG00000121966",124,"CXCR4"
"2703","ENSG00000121989",5,"ACVR2A"
"2704","ENSG00000122008",2,"POLK"
"2705","ENSG00000122012",1,"SV2C"
"2706","ENSG00000122025",1,"FLT3"
"2707","ENSG00000122026",2,"RPL21"
"2708","ENSG00000122042",1,"UBL3"
"2709","ENSG00000122068",1,"FYTTD1"
"2710","ENSG00000122085",2,"MTERF4"
"2711","ENSG00000122121",1,"XPNPEP2"
"2712","ENSG00000122133",6,"PAEP"
"2713","ENSG00000122140",2,"MRPS2"
"2714","ENSG00000122194",5,"PLG"
"2715","ENSG00000122218",2,"COPA"
"2716","ENSG00000122254",1,"HS3ST2"
"2717","ENSG00000122257",2,"RBBP6"
"2718","ENSG00000122299",1,"ZC3H7A"
"2719","ENSG00000122376",1,"SHLD2"
"2720","ENSG00000122406",5,"RPL5"
"2721","ENSG00000122420",1,"PTGFR"
"2722","ENSG00000122512",3,"PMS2"
"2723","ENSG00000122545",3,"SEPTIN7"
"2724","ENSG00000122547",1,"EEPD1"
"2725","ENSG00000122550",1,"KLHL7"
"2726","ENSG00000122565",4,"CBX3"
"2727","ENSG00000122566",7,"HNRNPA2B1"
"2728","ENSG00000122584",2,"NXPH1"
"2729","ENSG00000122592",2,"HOXA7"
"2730","ENSG00000122641",5,"INHBA"
"2731","ENSG00000122678",2,"POLM"
"2732","ENSG00000122687",1,"MRM2"
"2733","ENSG00000122691",88,"TWIST1"
"2734","ENSG00000122692",1,"SMU1"
"2735","ENSG00000122694",1,"GLIPR2"
"2736","ENSG00000122696",1,"SLC25A51"
"2737","ENSG00000122705",1,"CLTA"
"2738","ENSG00000122707",9,"RECK"
"2739","ENSG00000122779",9,"TRIM24"
"2740","ENSG00000122786",4,"CALD1"
"2741","ENSG00000122861",44,"PLAU"
"2742","ENSG00000122862",1,"SRGN"
"2743","ENSG00000122863",1,"CHST3"
"2744","ENSG00000122873",1,"CISD1"
"2745","ENSG00000122882",2,"ECD"
"2746","ENSG00000122884",3,"P4HA1"
"2747","ENSG00000122952",1,"ZWINT"
"2748","ENSG00000122958",1,"VPS26A"
"2749","ENSG00000122965",2,"RBM19"
"2750","ENSG00000122966",2,"CIT"
"2751","ENSG00000122986",2,"HVCN1"
"2752","ENSG00000123064",2,"DDX54"
"2753","ENSG00000123066",1,"MED13L"
"2754","ENSG00000123080",9,"CDKN2C"
"2755","ENSG00000123091",5,"RNF11"
"2756","ENSG00000123094",1,"RASSF8"
"2757","ENSG00000123095",2,"BHLHE41"
"2758","ENSG00000123104",1,"ITPR2"
"2759","ENSG00000123124",12,"WWP1"
"2760","ENSG00000123130",1,"ACOT9"
"2761","ENSG00000123131",3,"PRDX4"
"2762","ENSG00000123136",2,"DDX39A"
"2763","ENSG00000123143",1,"PKN1"
"2764","ENSG00000123146",2,"ADGRE5"
"2765","ENSG00000123159",8,"GIPC1"
"2766","ENSG00000123191",2,"ATP7B"
"2767","ENSG00000123200",1,"ZC3H13"
"2768","ENSG00000123243",9,"ITIH5"
"2769","ENSG00000123268",6,"ATF1"
"2770","ENSG00000123329",1,"ARHGAP9"
"2771","ENSG00000123342",2,"MMP19"
"2772","ENSG00000123349",1,"PFDN5"
"2773","ENSG00000123352",1,"SPATS2"
"2774","ENSG00000123353",1,"ORMDL2"
"2775","ENSG00000123358",7,"NR4A1"
"2776","ENSG00000123374",38,"CDK2"
"2777","ENSG00000123384",8,"LRP1"
"2778","ENSG00000123388",1,"HOXC11"
"2779","ENSG00000123415",2,"SMUG1"
"2780","ENSG00000123416",7,"TUBA1B"
"2781","ENSG00000123453",1,"SARDH"
"2782","ENSG00000123473",1,"STIL"
"2783","ENSG00000123485",4,"HJURP"
"2784","ENSG00000123496",5,"IL13RA2"
"2785","ENSG00000123500",1,"COL10A1"
"2786","ENSG00000123545",3,"NDUFAF4"
"2787","ENSG00000123560",1,"PLP1"
