"Entity1_id","numChemical","Ensembl.Id","Symbol"
"PA28606",2,"ENSG00000115263","GCG"
"PA28716",2,"ENSG00000178445","GLDC"
"PA28794",2,"ENSG00000124713","GNMT"
"PA288",2,"ENSG00000050628","PTGER3"
"PA289",2,"ENSG00000171522","PTGER4"
"PA28927",2,"ENSG00000123901","GPR83"
"PA28941",2,"ENSG00000125388","GRK4"
"PA28951",2,"ENSG00000211445","GPX3"
"PA28992",2,"ENSG00000198822","GRM3"
"PA29014",2,"ENSG00000104687","GSR"
"PA29017",2,"ENSG00000244067","GSTA2"
"PA29338",2,"ENSG00000134240","HMGCS2"
"PA29537",2,"ENSG00000142798","HSPG2"
"PA29555",2,"ENSG00000166736","HTR3A"
"PA29630",2,"ENSG00000138413","IDH1"
"PA29631",2,"ENSG00000182054","IDH2"
"PA29648",2,"ENSG00000185745","IFIT1"
"PA297",2,"ENSG00000143839","REN"
"PA29705",2,"ENSG00000146674","IGFBP3"
"PA29781",2,"ENSG00000095752","IL11"
"PA29784",2,"ENSG00000168811","IL12A"
"PA29794",2,"ENSG00000112115","IL17A"
"PA29816",2,"ENSG00000136689","IL1RN"
"PA29821",2,"ENSG00000103522","IL21R"
"PA29843",2,"ENSG00000180871","CXCR2"
"PA299",2,"ENSG00000171848","RRM2"
"PA29920",2,"ENSG00000117595","IRF6"
"PA29985",2,"ENSG00000163207","IVL"
"PA30",2,"ENSG00000162104","ADCY9"
"PA30077",2,"ENSG00000185760","KCNQ5"
"PA30130",2,"ENSG00000133116","KL"
"PA30432",2,"ENSG00000198670","LPA"
"PA30474",2,"ENSG00000226979,ENSG00000230279,ENSG00000231408","LTA"
"PA305",2,"ENSG00000111319","SCNN1A"
"PA30612",2,"ENSG00000071054","MAP4K4"
"PA30616",2,"ENSG00000100030","MAPK1"
"PA30719",2,"ENSG00000198625","MDM4"
"PA30852",2,"ENSG00000171843","MLLT3"
"PA30877",2,"ENSG00000087245","MMP2"
"PA31133",2,"ENSG00000095002","MSH2"
"PA31198",2,"ENSG00000205362","MT1A"
"PA31236",2,"ENSG00000100714","MTHFD1"
"PA31328",2,"ENSG00000132781","MUTYH"
"PA31454",2,"ENSG00000172915","NBEA"
"PA31588",2,"ENSG00000116044","NFE2L2"
"PA31699",2,"ENSG00000015520","NPC1L1"
"PA31712",2,"ENSG00000181163","NPM1"
"PA31777",2,"ENSG00000158458","NRG2"
"PA31798",2,"ENSG00000125458","NT5C"
"PA31802",2,"ENSG00000122643","NT5C3A"
"PA31817",2,"ENSG00000198400","NTRK1"
"PA31879",2,"ENSG00000135114","OASL"
"PA31942",2,"ENSG00000116329","OPRD1"
"PA32273",2,"ENSG00000166884","OR4D6"
"PA333",2,"ENSG00000197375","SLC22A5"
"PA33312",2,"ENSG00000145675","PIK3R1"
"PA33320",2,"ENSG00000127445","PIN1"
"PA33384",2,"ENSG00000182621","PLCB1"
"PA33439",2,"ENSG00000140464","PML"
"PA33500",2,"ENSG00000140521","POLG"
"PA33529",2,"ENSG00000005421","PON1"
"PA33557",2,"ENSG00000112033","PPARD"
"PA33559",2,"ENSG00000128059","PPAT"
"PA33761",2,"ENSG00000166501","PRKCB"
"PA34013",2,"ENSG00000153707","PTPRD"
"PA34225",2,"ENSG00000131759","RARA"
"PA34227",2,"ENSG00000172819","RARG"
"PA34337",2,"ENSG00000009413","REV3L"
"PA34372",2,"ENSG00000116741","RGS2"
"PA346",2,"ENSG00000105398","SULT2A1"
"PA34670",2,"ENSG00000167526","RPL13"
"PA34866",2,"ENSG00000048392","RRM2B"
"PA34890",2,"ENSG00000186350","RXRA"
"PA35000",2,"ENSG00000185313","SCN10A"
"PA35006",2,"ENSG00000007314","SCN4A"
"PA35033",2,"ENSG00000170099","SERPINA6"
"PA35042",2,"ENSG00000164692","COL1A2"
"PA35064",2,"ENSG00000223865,ENSG00000226826,ENSG00000237710","HLA-DPB1"
"PA35074",2,"ENSG00000231679","HLA-DRB3"
"PA35083",2,"ENSG00000204632,ENSG00000206506,ENSG00000230413,ENSG00000233095,ENSG00000235346,ENSG00000235680,ENSG00000237216","HLA-G"
"PA353",2,"ENSG00000198900","TOP1"
"PA354",2,"ENSG00000131747","TOP2A"
"PA35491",2,"ENSG00000117632","STMN1"
"PA355",2,"ENSG00000129167","TPH1"
"PA35568",2,"ENSG00000169245","CXCL10"
"PA35811",2,"ENSG00000132874","SLC14A2"
"PA35812",2,"ENSG00000163406","SLC15A2"
"PA35938",2,"ENSG00000187122","SLIT1"
"PA36085",2,"ENSG00000118785","SPP1"
"PA36144",2,"ENSG00000136754","ABI1"
"PA36185",2,"ENSG00000138378","STAT4"
"PA363",2,"ENSG00000114491","UMPS"
"PA36342",2,"ENSG00000065882","TBC1D1"
"PA36362",2,"ENSG00000073861","TBX21"
"PA36380",2,"ENSG00000135100","HNF1A"
"PA36400",2,"ENSG00000100721","TCL1A"
"PA36480",2,"ENSG00000163235","TGFA"
"PA36550",2,"ENSG00000137462","TLR2"
"PA36551",2,"ENSG00000164342","TLR3"
"PA36553",2,"ENSG00000187554","TLR5"
"PA36593",2,"ENSG00000118503","TNFAIP3"
"PA36602",2,"ENSG00000164761","TNFRSF11B"
"PA37050",2,"ENSG00000189241","TSPYL1"
"PA37134",2,"ENSG00000103275","UBE2I"
"PA37173",2,"ENSG00000167165","UGT1A"
"PA372",2,"ENSG00000002822","MAD1L1"
"PA37253",2,"ENSG00000111667","USP5"
"PA37303",2,"ENSG00000173511","VEGFB"
"PA37425",2,"ENSG00000079246","XRCC5"
"PA37815",2,"ENSG00000139155","SLCO1C1"
"PA37885",2,"ENSG00000112053","SLC26A8"
"PA37886",2,"ENSG00000174502,ENSG00000249535","SLC26A9"
"PA38103",2,"ENSG00000137693","YAP1"
"PA38104",2,"ENSG00000111186","WNT5B"
"PA38109",2,"ENSG00000132256","TRIM5"
"PA38211",2,"ENSG00000129925","TMEM8A"
"PA38295",2,"ENSG00000168065","SLC22A11"
"PA38302",2,"ENSG00000184470","TXNRD2"
"PA38382",2,"ENSG00000221944","TIGD1"
"PA38617",2,"ENSG00000169174","PCSK9"
"PA418",2,"ENSG00000100024","UPB1"
"PA46",2,"ENSG00000012779","ALOX5"
"PA53",2,"ENSG00000110245","APOC3"
"PA56",2,"ENSG00000117560","FASLG"
"PA58",2,"ENSG00000091262","ABCC6"
"PA84",2,"ENSG00000157388","CACNA1D"
"PA88",2,"ENSG00000165995","CACNB2"
"PA102",1,"ENSG00000135446","CDK4"
"PA104",1,"ENSG00000124762","CDKN1A"
"PA105",1,"ENSG00000111276","CDKN1B"
"PA111",1,"ENSG00000181072","CHRM2"
"PA112",1,"ENSG00000133019","CHRM3"
"PA118",1,"ENSG00000136868","SLC31A1"
"PA119",1,"ENSG00000147571","CRH"
"PA127",1,"ENSG00000108242","CYP2C18"
"PA128394592",1,"ENSG00000140320","BAHD1"
"PA128394613",1,"ENSG00000054654","SYNE2"
"PA128394615",1,"ENSG00000121210","TMEM131L"
"PA128394647",1,"ENSG00000071575","TRIB2"
"PA128394692",1,"ENSG00000185046","ANKS1B"
"PA130546913",1,"ENSG00000151062","CACNA2D4"
"PA132",1,"ENSG00000167910","CYP7A1"
"PA133787052",1,"ENSG00000167397","VKORC1"
"PA134732019",1,"ENSG00000139133","ALG10"
"PA134861355",1,"ENSG00000063761","ADCK1"
"PA134861440",1,"ENSG00000100523","DDHD1"
"PA134863701",1,"ENSG00000104635","SLC39A14"
"PA134864098",1,"ENSG00000168785","TSPAN5"
"PA134868995",1,"ENSG00000139865","TTC6"
"PA134870441",1,"ENSG00000112031","MTRF1L"
"PA134870478",1,"ENSG00000197272","IL27"
"PA134871908",1,"ENSG00000146350","TBC1D32"
"PA134873245",1,"ENSG00000006607","FARP2"
"PA134873425",1,"ENSG00000146963","LUC7L2"
"PA134875694",1,"ENSG00000145216","FIP1L1"
"PA134876212",1,"","HCG22"
"PA134879499",1,"ENSG00000100890","KIAA0391"
"PA134884590",1,"ENSG00000144893","MED12L"
"PA134886513",1,"ENSG00000120162","MOB3B"
"PA134887312",1,"ENSG00000219438","FAM19A5"
"PA134889143",1,"ENSG00000151065","DCP1B"
"PA134890486",1,"ENSG00000111581","NUP107"
"PA134891547",1,"ENSG00000197646","PDCD1LG2"
"PA134893289",1,"ENSG00000203734","ECT2L"
"PA134894421",1,"ENSG00000165891","E2F7"
"PA134896392",1,"ENSG00000214435","AS3MT"
"PA134896466",1,"ENSG00000149256","TENM4"
"PA134899373",1,"ENSG00000148655","LRMDA"
"PA134900226",1,"ENSG00000186038","HTR3E"
"PA134902026",1,"ENSG00000184985","SORCS2"
"PA134902361",1,"ENSG00000136237","RAPGEF5"
"PA134902492",1,"ENSG00000163218","PGLYRP4"
"PA134902949",1,"ENSG00000085978","ATG16L1"
"PA134904392",1,"ENSG00000158636","EMSY"
"PA134905581",1,"ENSG00000111912","NCOA7"
"PA134906408",1,"ENSG00000178602","OTOS"
"PA134907818",1,"ENSG00000151413","NUBPL"
"PA134907925",1,"ENSG00000139132","FGD4"
"PA134908392",1,"ENSG00000140474","ULK3"
"PA134910806",1,"ENSG00000103426,ENSG00000262246","CORO7"
"PA134911396",1,"ENSG00000099364","FBXL19"
"PA134912253",1,"ENSG00000070950","RAD18"
"PA134914395",1,"ENSG00000100767","PAPLN"
"PA134914705",1,"ENSG00000169436","COL22A1"
"PA134915530",1,"ENSG00000179133","C10orf67"
"PA134919958",1,"ENSG00000092929","UNC13D"
"PA134920075",1,"ENSG00000164627","KIF6"
"PA134920563",1,"ENSG00000145743","FBXL17"
"PA134924906",1,"ENSG00000154589","LY96"
"PA134925224",1,"","PSMB3P"
"PA134925480",1,"ENSG00000172292","CERS6"
"PA134928556",1,"ENSG00000177565","TBL1XR1"
"PA134928828",1,"ENSG00000206530","CFAP44"
"PA134931098",1,"ENSG00000121440","PDZRN3"
"PA134931578",1,"ENSG00000196715","VKORC1L1"
"PA134933213",1,"ENSG00000161956","SENP3"
"PA134935778",1,"","MALAT1"
"PA134937175",1,"ENSG00000174963","ZIC4"
"PA134940289",1,"ENSG00000099377","HSD3B7"
"PA134941638",1,"ENSG00000213066","FGFR1OP"
"PA134942677",1,"ENSG00000007944","MYLIP"
"PA134942738",1,"ENSG00000204536,ENSG00000206457","CCHCR1"
"PA134944477",1,"ENSG00000144644","GADL1"
"PA134946896",1,"ENSG00000141052","MYOCD"
"PA134951826",1,"","HCP5"
"PA134953776",1,"ENSG00000196782","MAML3"
"PA134955964",1,"ENSG00000143850","PLEKHA6"
"PA134957776",1,"ENSG00000115233","PSMD14"
"PA134959224",1,"ENSG00000174282","ZBTB4"
"PA134960382",1,"ENSG00000134365","CFHR4"
"PA134961151",1,"ENSG00000178694","NSUN3"
"PA134961529",1,"ENSG00000177535","OR2B11"
"PA134962723",1,"ENSG00000197037","ZSCAN25"
"PA134964534",1,"ENSG00000075643","MOCOS"
"PA134968746",1,"ENSG00000151322","NPAS3"
"PA134968998",1,"ENSG00000180875","GREM2"
"PA134970144",1,"ENSG00000048707","VPS13D"
"PA134970652",1,"ENSG00000196357","ZNF565"
"PA134972108",1,"ENSG00000111790","FGFR1OP2"
"PA134972608",1,"ENSG00000152413","HOMER1"
"PA134972842",1,"ENSG00000150455","TIRAP"
"PA134975064",1,"ENSG00000135090","TAOK3"
"PA134976472",1,"ENSG00000164638","SLC29A4"
"PA134976803",1,"ENSG00000180767","CHST13"
"PA134978045",1,"ENSG00000168843","FSTL5"
"PA134979206",1,"ENSG00000177688","SUMO4"
"PA134980028",1,"ENSG00000180777","ANKRD30B"
"PA134980627",1,"ENSG00000009830","POMT2"
"PA134982275",1,"ENSG00000134489","HRH4"
"PA134982480",1,"ENSG00000258289","CHURC1"
"PA134982718",1,"ENSG00000144820","ADGRG7"
"PA134983729",1,"ENSG00000164485","IL22RA2"
"PA134984780",1,"ENSG00000188452","CERKL"
"PA134986024",1,"ENSG00000113356","POLR3G"
"PA134986392",1,"ENSG00000145416","MARCH1"
"PA134987112",1,"","OR10AE3P"
"PA134988974",1,"ENSG00000123815","COQ8B"
"PA134991391",1,"ENSG00000011523","CEP68"
"PA134991964",1,"ENSG00000136891","TEX10"
"PA134992016",1,"ENSG00000168772","CXXC4"
"PA134992438",1,"ENSG00000183049","CAMK1D"
"PA134992686",1,"ENSG00000127337","YEATS4"
"PA134993202",1,"ENSG00000188056","TREML4"
"PA134993567",1,"ENSG00000169375","SIN3A"
"PA134994272",1,"ENSG00000107201","DDX58"
"PA135",1,"ENSG00000135929","CYP27A1"
"PA138",1,"ENSG00000129187","DCTD"
"PA140",1,"ENSG00000132437","DDC"
"PA142670633",1,"ENSG00000103043","VAC14"
"PA142670837",1,"ENSG00000170921","TANC2"
"PA142670838",1,"ENSG00000115183","TANC1"
"PA142670866",1,"ENSG00000160075","SSU72"
"PA142670872",1,"ENSG00000111671","SPSB2"
"PA142670927",1,"ENSG00000189410","SH2D5"
"PA142671181",1,"ENSG00000215021","PHB2"
"PA142671586",1,"ENSG00000134962","KLB"
"PA142671708",1,"ENSG00000023171","GRAMD1B"
"PA142671750",1,"ENSG00000150667","FSIP1"
"PA142671896",1,"ENSG00000162670","BRINP3"
"PA142672073",1,"ENSG00000160741","CRTC2"
"PA142672077",1,"ENSG00000103196","CRISPLD2"
"PA142672117",1,"ENSG00000134216","CHIA"
"PA142672234",1,"ENSG00000212719","C17orf51"
"PA142672353",1,"ENSG00000165084","C8orf34"
"PA142672417",1,"ENSG00000215910","C1orf167"
"PA142672461",1,"ENSG00000055070","SZRD1"
"PA142672519",1,"ENSG00000181873","IBA57"
"PA142672624",1,"ENSG00000153930","ANKFN1"
"PA142672655",1,"ENSG00000097021","ACOT7"
"PA143485405",1,"ENSG00000170291","ELP5"
"PA143485421",1,"ENSG00000123171","CCDC70"
"PA143485429",1,"ENSG00000120647","CCDC77"
"PA144596358",1,"ENSG00000172716","SLFN11"
"PA144596411",1,"ENSG00000157890","MEGF11"
"PA145008751",1,"ENSG00000164306","PRIMPOL"
"PA146",1,"ENSG00000147647","DPYS"
"PA150",1,"ENSG00000168393","DTYMK"
"PA158",1,"ENSG00000117525","F3"
"PA161",1,"ENSG00000131187","F12"
"PA162375534",1,"ENSG00000111058","ACSS3"
"PA162377503",1,"ENSG00000127325","BEST3"
"PA162378956",1,"ENSG00000171695","LKAAEAR1"
"PA162381980",1,"ENSG00000108100","CCNY"
"PA162382340",1,"ENSG00000038532","CLEC16A"
"PA162382539",1,"ENSG00000162368","CMPK1"
"PA162382618",1,"ENSG00000166997","CNPY4"
"PA162382924",1,"ENSG00000160967,ENSG00000257923","CUX1"
"PA162382977",1,"ENSG00000111249","CUX2"
"PA162387378",1,"ENSG00000151327","FAM177A1"
"PA162387456",1,"ENSG00000168754","FAM178B"
"PA162388435",1,"ENSG00000137441","FGFBP2"
"PA162391895",1,"ENSG00000152936","LMNTD1"
"PA162392175",1,"ENSG00000129965","INS-IGF2"
"PA162395821",1,"ENSG00000176624","MEX3C"
"PA162396656",1,"ENSG00000156239","N6AMT1"
"PA162397442",1,"ENSG00000104722","NEFM"
"PA162399305",1,"ENSG00000241973,ENSG00000249793","PI4KA"
"PA162402175",1,"ENSG00000189306","RRP7A"
"PA162402276",1,"ENSG00000182010","RTKN2"
"PA162403775",1,"ENSG00000076351","SLC46A1"
"PA162403847",1,"ENSG00000180638","SLC47A2"
"PA162405634",1,"ENSG00000168769","TET2"
"PA162405810",1,"ENSG00000113119","TMCO6"
"PA162407226",1,"ENSG00000198677","TTC37"
"PA162407840",1,"ENSG00000154127","UBASH3B"
"PA162409715",1,"ENSG00000186660,ENSG00000255073","ZFP91-CNTF"
"PA162409804",1,"ENSG00000108175","ZMIZ1"
"PA162410152",1,"ENSG00000151789","ZNF385D"
"PA162410599",1,"ENSG00000170396","ZNF804A"
"PA164",1,"ENSG00000115641","FHL2"
"PA164715842",1,"ENSG00000169621","APLF"
"PA164715867",1,"ENSG00000186635","ARAP1"
"PA164715938",1,"ENSG00000047365","ARAP2"
"PA164717802",1,"","CDKN2B-AS1"
"PA164718067",1,"ENSG00000109684","CLNK"
"PA164718184",1,"ENSG00000178662","CSRNP3"
"PA164718673",1,"ENSG00000100014","SPECC1L"
"PA164719952",1,"ENSG00000083857","FAT1"
"PA164722584",1,"","MIR2054"
"PA164741600",1,"ENSG00000164418","GRIK2"
"PA164741646",1,"ENSG00000197386","HTT"
"PA164742099",1,"ENSG00000138823","MTTP"
"PA164742200",1,"ENSG00000162631","NTNG1"
"PA165378332",1,"","ADORA2A-AS1"
"PA165429121",1,"ENSG00000215474","SKOR2"
"PA165432629",1,"ENSG00000141564","RPTOR"
"PA165450635",1,"ENSG00000151006","PRSS53"
"PA165543631",1,"ENSG00000160584","SIK3"
"PA165549043",1,"ENSG00000119943","PYROXD2"
"PA165585814",1,"ENSG00000134020","PEBP4"
"PA165617947",1,"ENSG00000117868","ESYT2"
"PA165618433",1,"","ZNRD1-AS1"
"PA165660382",1,"","MIR4278"
"PA165660455",1,"ENSG00000164327","RICTOR"
"PA166048951",1,"","RBFOX1"
"PA166048998",1,"","ARHGEF28"
"PA166176233",1,"","MIR4481"
"PA166176239",1,"","MIR6076"
"PA167",1,"ENSG00000136877","FPGS"
"PA191",1,"ENSG00000174669","SLC29A2"
"PA197",1,"ENSG00000113520","IL4"
"PA201092",1,"ENSG00000170608","FOXA3"
"PA201094",1,"ENSG00000049768","FOXP3"
"PA220",1,"ENSG00000156113","KCNMA1"
"PA221",1,"ENSG00000145936","KCNMB1"
"PA225",1,"ENSG00000113889","KNG1"
"PA239",1,"ENSG00000170430","MGMT"
"PA24345",1,"ENSG00000111144","LTA4H"
"PA24357",1,"ENSG00000175899","A2M"
"PA24372",1,"ENSG00000183044","ABAT"
"PA24378",1,"ENSG00000167972","ABCA3"
"PA24387",1,"ENSG00000004846","ABCB5"
"PA24416",1,"ENSG00000002726","AOC1"
"PA24433",1,"ENSG00000108684","ASIC2"
"PA24468",1,"ENSG00000184009","ACTG1"
"PA24500",1,"ENSG00000170634","ACYP2"
"PA24526",1,"ENSG00000149451","ADAM33"
"PA24560",1,"ENSG00000164742","ADCY1"
"PA24580",1,"ENSG00000148926","ADM"
"PA24583",1,"ENSG00000163485","ADORA1"
"PA24592",1,"ENSG00000129484","PARP2"
"PA24593",1,"ENSG00000041880","PARP3"
"PA24665",1,"ENSG00000170776","AKAP13"
"PA24674",1,"ENSG00000117448","AKR1A1"
"PA24680",1,"ENSG00000198610","AKR1C4"
"PA24681",1,"ENSG00000122787","AKR1D1"
"PA24684",1,"ENSG00000142208","AKT1"
"PA24696",1,"ENSG00000111275","ALDH2"
"PA24800",1,"ENSG00000151150","ANK3"
"PA24825",1,"ENSG00000122359","ANXA11"
"PA24878",1,"ENSG00000164062","APEH"
"PA24880",1,"ENSG00000057663","ATG5"
"PA24892",1,"ENSG00000179750","APOBEC3B"
"PA24920",1,"ENSG00000167580","AQP2"
"PA24928",1,"ENSG00000078061","ARAF"
"PA24957",1,"ENSG00000165322","ARHGAP12"
"PA24967",1,"ENSG00000104728","ARHGEF10"
"PA25005",1,"ENSG00000100299","ARSA"
"PA25018",1,"ENSG00000099889","ARVCF"
"PA25046",1,"ENSG00000126522","ASL"
"PA25052",1,"ENSG00000070669","ASNS"
"PA25056",1,"ENSG00000198363","ASPH"
"PA25105",1,"ENSG00000196296","ATP2A1"
"PA25106",1,"ENSG00000074370","ATP2A3"
"PA25196",1,"ENSG00000168646","AXIN2"
"PA25197",1,"ENSG00000167601","AXL"
"PA25234",1,"ENSG00000156273","BACH1"
"PA25263",1,"ENSG00000204469","PRRC2A"
"PA25264",1,"ENSG00000096155,ENSG00000204463,ENSG00000229524,ENSG00000233348","BAG6"
"PA25267",1,"ENSG00000204371,ENSG00000206376,ENSG00000227333,ENSG00000236759","EHMT2"
"PA25273",1,"ENSG00000123636","BAZ2B"
"PA25281",1,"ENSG00000050820","BCAR1"
"PA25361",1,"ENSG00000101966","XIAP"
"PA25362",1,"ENSG00000089685","BIRC5"
"PA25374",1,"ENSG00000090013","BLVRB"
"PA25382",1,"ENSG00000112175","BMP5"
"PA25428",1,"ENSG00000101489","CELF4"
"PA25454",1,"ENSG00000010671","BTK"
"PA25465",1,"ENSG00000166167","BTRC"
"PA25504",1,"ENSG00000047617","ANO2"
"PA25507",1,"ENSG00000111224","PARP11"
"PA258",1,"ENSG00000164128","NPY1R"
"PA25897",1,"ENSG00000125730","C3"
"PA25909",1,"ENSG00000014824","SLC30A9"
"PA25911",1,"ENSG00000106804","C5"
"PA25938",1,"ENSG00000056972","TRAF3IP2"
"PA25998",1,"ENSG00000107159","CA9"
"PA26011",1,"ENSG00000100346","CACNA1I"
"PA26012",1,"ENSG00000007402","CACNA2D2"
"PA26016",1,"ENSG00000166862","CACNG2"
"PA26017",1,"ENSG00000006116","CACNG3"
"PA26047",1,"ENSG00000128595","CALU"
"PA26050",1,"ENSG00000152495","CAMK4"
"PA26056",1,"ENSG00000042493","CAPG"
"PA26097",1,"ENSG00000036828","CASR"
"PA26099",1,"ENSG00000121691","CAT"
"PA26210",1,"ENSG00000105383","CD33"
"PA26221",1,"ENSG00000026508","CD44"
"PA26233",1,"ENSG00000110848","CD69"
"PA26236",1,"ENSG00000019582","CD74"
"PA26242",1,"ENSG00000066294","CD84"
"PA26270",1,"ENSG00000096401","CDC5L"
"PA26293",1,"ENSG00000170558","CDH2"
"PA26296",1,"ENSG00000107736","CDH23"
"PA26300",1,"ENSG00000179242","CDH4"
"PA26316",1,"ENSG00000136807","CDK9"
"PA26394",1,"ENSG00000143126","CELSR2"
"PA26412",1,"ENSG00000157985","AGAP1"
"PA26425",1,"ENSG00000003402","CFLAR"
"PA26455",1,"ENSG00000111642","CHD4"
"PA26470",1,"ENSG00000134121","CHL1"
"PA26474",1,"ENSG00000106069","CHN2"
"PA26477",1,"ENSG00000111666","CHPT1"
"PA26485",1,"ENSG00000180720","CHRM4"
"PA26487",1,"ENSG00000138435","CHRNA1"
"PA26490",1,"ENSG00000101204","CHRNA4"
"PA26494",1,"ENSG00000170175","CHRNB1"
"PA26495",1,"ENSG00000147432","CHRNB3"
"PA26496",1,"ENSG00000117971","CHRNB4"
"PA26501",1,"ENSG00000175264","CHST1"
"PA26512",1,"ENSG00000162711","NLRP3"
"PA26600",1,"ENSG00000166340","TPP1"
"PA26609",1,"ENSG00000134852","CLOCK"
"PA26681",1,"ENSG00000118432","CNR1"
"PA26683",1,"ENSG00000186660,ENSG00000242689","CNTF"
"PA26688",1,"ENSG00000144619","CNTN4"
"PA26689",1,"ENSG00000149972","CNTN5"
"PA26711",1,"ENSG00000182871","COL18A1"
"PA26736",1,"ENSG00000184374","COLEC10"
"PA26817",1,"ENSG00000158516","CPA2"
"PA26873",1,"ENSG00000145708","CRHBP"
"PA26875",1,"ENSG00000106113","CRHR2"
"PA26953",1,"ENSG00000213923","CSNK1E"
"PA26958",1,"","CSNK2A3"
"PA26971",1,"ENSG00000129170","CSRP3"
"PA26978",1,"ENSG00000170367","CST5"
"PA27009",1,"ENSG00000066032","CTNNA2"
"PA27010",1,"ENSG00000183230","CTNNA3"
"PA27020",1,"ENSG00000171793","CTPS1"
"PA27058",1,"ENSG00000121966","CXCR4"
"PA27109",1,"ENSG00000197446","CYP2F1"
"PA27123",1,"ENSG00000001630","CYP51A1"
"PA27193",1,"ENSG00000175197","DDIT3"
"PA27194",1,"ENSG00000203797","DDO"
"PA27321",1,"ENSG00000172893","DHCR7"
"PA27327",1,"ENSG00000102967","DHODH"
"PA27335",1,"ENSG00000139734","DIAPH3"
"PA27345",1,"ENSG00000107984","DKK1"
"PA27378",1,"ENSG00000198947","DMD"
"PA27380",1,"ENSG00000104936","DMPK"
"PA27445",1,"ENSG00000119772","DNMT3A"
"PA27468",1,"ENSG00000130226","DPP6"
"PA27472",1,"ENSG00000092964","DPYSL2"
"PA27556",1,"ENSG00000136827","TOR1A"
"PA27617",1,"ENSG00000151617","EDNRA"
"PA27619",1,"ENSG00000111752","PHC1"
"PA27681",1,"ENSG00000135373","EHF"
"PA27785",1,"ENSG00000106991","ENG"
"PA27806",1,"ENSG00000163508","EOMES"
"PA27821",1,"ENSG00000145242","EPHA5"
"PA27830",1,"ENSG00000120915","EPHX2"
"PA27849",1,"ENSG00000163161","ERCC3"
"PA27851",1,"ENSG00000134899","ERCC5"
"PA27899",1,"ENSG00000171503","ETFDH"
"PA27941",1,"ENSG00000088926","F11"
"PA27947",1,"ENSG00000164251","F2RL1"
"PA28057",1,"ENSG00000158869","FCER1G"
"PA28070",1,"ENSG00000160339","FCN2"
"PA28131",1,"","FGFR3P1"
"PA28132",1,"ENSG00000127418","FGFRL1"
"PA28189",1,"ENSG00000131781","FMO5"
"PA28207",1,"ENSG00000110195","FOLR1"
"PA28211",1,"ENSG00000110203","FOLR3"
"PA28227",1,"ENSG00000137273","FOXF2"
"PA283",1,"ENSG00000107643","MAPK8"
"PA28360",1,"ENSG00000198793","MTOR"
"PA28440",1,"ENSG00000129245","FXR2"
"PA28458",1,"ENSG00000104290","FZD3"
"PA28489",1,"ENSG00000022355","GABRA1"
"PA28490",1,"ENSG00000151834","GABRA2"
"PA28495",1,"ENSG00000163288","GABRB1"
"PA285",1,"ENSG00000168229","PTGDR"
"PA28502",1,"ENSG00000182256","GABRG3"
"PA28504",1,"ENSG00000147402","GABRQ"
"PA28508",1,"ENSG00000136750","GAD2"
"PA28535",1,"ENSG00000141012","GALNS"
"PA28537",1,"ENSG00000143641","GALNT2"
"PA28545",1,"ENSG00000166573","GALR1"
"PA28591",1,"ENSG00000177628","GBA"
"PA28612",1,"ENSG00000001084","GCLC"
"PA28644",1,"ENSG00000168621","GDNF"
"PA28654",1,"ENSG00000168546","GFRA2"
"PA28677",1,"ENSG00000121853","GHSR"
"PA28682",1,"ENSG00000010310","GIPR"
"PA287",1,"ENSG00000125384","PTGER2"
"PA28707",1,"ENSG00000102393","GLA"
"PA28766",1,"ENSG00000120063","GNA13"
"PA28824",1,"ENSG00000088053","GP6"
"PA28880",1,"ENSG00000178623","GPR35"
"PA28894",1,"ENSG00000139292","LGR5"
"PA28971",1,"ENSG00000152208","GRID2"
"PA28973",1,"ENSG00000171189","GRIK1"
"PA28975",1,"ENSG00000163873","GRIK3"
"PA28978",1,"ENSG00000176884","GRIN1"
"PA28979",1,"ENSG00000183454","GRIN2A"
"PA28983",1,"ENSG00000198785","GRIN3A"
"PA28996",1,"ENSG00000196277","GRM7"
"PA290",1,"ENSG00000122420","PTGFR"
"PA29026",1,"ENSG00000168765","GSTM4"
"PA29031",1,"ENSG00000100577","GSTZ1"
"PA29091",1,"","H19"
"PA291",1,"ENSG00000160013","PTGIR"
"PA29196",1,"ENSG00000103044","HAS3"
"PA29229",1,"ENSG00000068024","HDAC4"
"PA29261",1,"ENSG00000000971","CFH"
"PA29286",1,"ENSG00000169567","HINT1"
"PA29427",1,"ENSG00000165704","HPRT1"
"PA29458",1,"ENSG00000101180","HRH3"
"PA29476",1,"ENSG00000117594","HSD11B1"
"PA29486",1,"ENSG00000203857","HSD3B1"
"PA29498",1,"ENSG00000204388,ENSG00000204389,ENSG00000212866,ENSG00000224501,ENSG00000231555,ENSG00000232804,ENSG00000234475,ENSG00000235941,ENSG00000237724","HSPA1A"
"PA29500",1,"ENSG00000204390,ENSG00000234258","HSPA1L"
"PA29504",1,"ENSG00000044574","HSPA5"
"PA29524",1,"ENSG00000096384","HSP90AB1"
"PA29556",1,"ENSG00000149305","HTR3B"
"PA29560",1,"ENSG00000158748","HTR6"
"PA29564",1,"ENSG00000136273","HUS1"
"PA29670",1,"ENSG00000142166","IFNAR1"
"PA29674",1,"ENSG00000111537","IFNG"
"PA29675",1,"ENSG00000027697","IFNGR1"
