"Entity1_id","numChemical","Ensembl.Id","Symbol"
"PA29676",1,"ENSG00000159128","IFNGR2"
"PA29698",1,"ENSG00000140443","IGF1R"
"PA29699",1,"ENSG00000167244","IGF2"
"PA29700",1,"","IGF2-AS"
"PA29701",1,"ENSG00000197081","IGF2R"
"PA29709",1,"ENSG00000163453","IGFBP7"
"PA29793",1,"ENSG00000172349","IL16"
"PA29800",1,"ENSG00000112116","IL17F"
"PA29807",1,"ENSG00000115008","IL1A"
"PA29824",1,"ENSG00000110944","IL23A"
"PA29828",1,"ENSG00000134460","IL2RA"
"PA29837",1,"ENSG00000134352","IL6ST"
"PA29856",1,"ENSG00000132323","ILKAP"
"PA29869",1,"ENSG00000131203","IDO1"
"PA29966",1,"ENSG00000162267","ITIH3"
"PA29968",1,"ENSG00000113263","ITK"
"PA29977",1,"ENSG00000086544","ITPKC"
"PA29989",1,"ENSG00000096968","JAK2"
"PA300",1,"ENSG00000198626","RYR2"
"PA30041",1,"ENSG00000182132","KCNIP1"
"PA30070",1,"ENSG00000105642","KCNN1"
"PA30074",1,"ENSG00000075043","KCNQ2"
"PA30075",1,"ENSG00000184156","KCNQ3"
"PA30076",1,"ENSG00000117013","KCNQ4"
"PA30095",1,"ENSG00000138030","KHK"
"PA30115",1,"ENSG00000215764","KIR2DL2"
"PA30119",1,"ENSG00000243772","KIR2DS2"
"PA30121",1,"ENSG00000221957","KIR2DS4"
"PA30278",1,"ENSG00000196878","LAMB3"
"PA30307",1,"ENSG00000182866","LCK"
"PA30361",1,"ENSG00000187416","LHFPL3"
"PA30365",1,"ENSG00000106689","LHX2"
"PA30383",1,"ENSG00000105609","LILRB5"
"PA304",1,"ENSG00000183873","SCN5A"
"PA30451",1,"ENSG00000168702","LRP1B"
"PA30475",1,"ENSG00000204487,ENSG00000206437,ENSG00000223448,ENSG00000227507,ENSG00000231314,ENSG00000236237,ENSG00000236925,ENSG00000238114","LTB"
"PA30498",1,"ENSG00000249529,ENSG00000250967,ENSG00000254087","LYN"
"PA30535",1,"ENSG00000204103","MAFB"
"PA30540",1,"ENSG00000198517","MAFK"
"PA30570",1,"ENSG00000111885","MAN1A1"
"PA30572",1,"ENSG00000177239","MAN1B1"
"PA30584",1,"ENSG00000169032","MAP2K1"
"PA30587",1,"ENSG00000126934","MAP2K2"
"PA30601",1,"ENSG00000197442","MAP3K5"
"PA30617",1,"ENSG00000109339","MAPK10"
"PA30618",1,"ENSG00000185386","MAPK11"
"PA30619",1,"ENSG00000188130","MAPK12"
"PA30620",1,"ENSG00000156711","MAPK13"
"PA30621",1,"ENSG00000112062","MAPK14"
"PA30622",1,"ENSG00000102882","MAPK3"
"PA30623",1,"ENSG00000141639","MAPK4"
"PA30624",1,"ENSG00000069956","MAPK6"
"PA30625",1,"ENSG00000166484","MAPK7"
"PA30630",1,"ENSG00000050748","MAPK9"
"PA30673",1,"ENSG00000198211,ENSG00000258839","MC1R"
"PA30701",1,"ENSG00000147316","MCPH1"
"PA30718",1,"ENSG00000135679","MDM2"
"PA30725",1,"ENSG00000151376","ME3"
"PA30766",1,"ENSG00000037897","METTL1"
"PA30811",1,"ENSG00000183214,ENSG00000204520,ENSG00000231225,ENSG00000233051","MICA"
"PA30856",1,"ENSG00000096395","MLN"
"PA30864",1,"ENSG00000196549","MME"
"PA30867",1,"ENSG00000196611","MMP1"
"PA30868",1,"ENSG00000166670","MMP10"
"PA30979",1,"ENSG00000136522","MRPL47"
"PA31109",1,"ENSG00000149534","MS4A2"
"PA31134",1,"ENSG00000113318","MSH3"
"PA31331",1,"ENSG00000110921","MVK"
"PA31353",1,"ENSG00000136997","MYC"
"PA31359",1,"ENSG00000134323","MYCN"
"PA31361",1,"ENSG00000172936","MYD88"
"PA31404",1,"ENSG00000174527","MYO1H"
"PA31427",1,"ENSG00000186487","MYT1L"
"PA31459",1,"ENSG00000149294","NCAM1"
"PA31470",1,"ENSG00000084676","NCOA1"
"PA31472",1,"ENSG00000124151","NCOA3"
"PA31533",1,"ENSG00000069869","NEDD4"
"PA31552",1,"ENSG00000165973","NELL1"
"PA31564",1,"ENSG00000162992","NEUROD1"
"PA31591",1,"ENSG00000147862","NFIB"
"PA31646",1,"ENSG00000163623","NKX6-1"
"PA31647",1,"ENSG00000169760","NLGN1"
"PA31686",1,"ENSG00000204301,ENSG00000234876","NOTCH4"
"PA317",1,"ENSG00000100652","SLC10A1"
"PA31709",1,"ENSG00000161270","NPHS1"
"PA31742",1,"ENSG00000164129","NPY5R"
"PA31784",1,"ENSG00000118257","NRP2"
"PA31819",1,"ENSG00000140538","NTRK3"
"PA31820",1,"ENSG00000133636","NTS"
"PA31830",1,"ENSG00000106268","NUDT1"
"PA31844",1,"ENSG00000137497","NUMA1"
"PA31852",1,"ENSG00000093000","NUP50"
"PA31896",1,"ENSG00000122126","OCRL"
"PA31910",1,"ENSG00000105953","OGDH"
"PA31930",1,"ENSG00000183715","OPCML"
"PA32",1,"ENSG00000143799","PARP1"
"PA320",1,"ENSG00000074803","SLC12A1"
"PA32403",1,"ENSG00000176787","OR52E2"
"PA32415",1,"","OR52J2P"
"PA32416",1,"ENSG00000205495","OR52J3"
"PA325",1,"ENSG00000165646","SLC18A2"
"PA32818",1,"ENSG00000228278","ORM2"
"PA32821",1,"ENSG00000172057","ORMDL3"
"PA32837",1,"ENSG00000145623","OSMR"
"PA32857",1,"ENSG00000101405","OXT"
"PA32897",1,"ENSG00000100266","PACSIN2"
"PA32903",1,"ENSG00000159339","PADI4"
"PA33099",1,"ENSG00000161217","PCYT1A"
"PA33101",1,"ENSG00000185813","PCYT2"
"PA33130",1,"ENSG00000113448","PDE4D"
"PA33153",1,"ENSG00000185615","PDIA2"
"PA33154",1,"ENSG00000152256","PDK1"
"PA332",1,"ENSG00000197208","SLC22A4"
"PA33234",1,"ENSG00000102144","PGK1"
"PA33287",1,"ENSG00000073921","PICALM"
"PA33343",1,"ENSG00000118762","PKD2"
"PA33352",1,"ENSG00000143627","PKLR"
"PA33367",1,"ENSG00000184381","PLA2G6"
"PA33373",1,"ENSG00000116183","PAPPA2"
"PA33379",1,"ENSG00000118495","PLAGL1"
"PA33389",1,"ENSG00000161714","PLCD3"
"PA33409",1,"ENSG00000166819","PLIN1"
"PA335",1,"ENSG00000072310","SREBF1"
"PA33523",1,"ENSG00000112941","TENT4A"
"PA33530",1,"ENSG00000105854","PON2"
"PA33603",1,"ENSG00000100614","PPM1A"
"PA33700",1,"ENSG00000121335","PRB2"
"PA33705",1,"ENSG00000137509","PRCP"
"PA33725",1,"ENSG00000123131","PRDX4"
"PA33732",1,"ENSG00000180644","PRF1"
"PA33746",1,"ENSG00000111725","PRKAB1"
"PA33751",1,"ENSG00000181929","PRKAG1"
"PA33752",1,"ENSG00000106617","PRKAG2"
"PA33753",1,"ENSG00000115592","PRKAG3"
"PA33760",1,"ENSG00000100151","PICK1"
"PA33800",1,"ENSG00000101000","PROCR"
"PA33812",1,"ENSG00000117707","PROX1"
"PA33814",1,"ENSG00000105618","PRPF31"
"PA33878",1,"ENSG00000041357","PSMA4"
"PA33928",1,"ENSG00000146733","PSPH"
"PA33948",1,"ENSG00000148344","PTGES"
"PA340",1,"ENSG00000109193","SULT1E1"
"PA34006",1,"ENSG00000198053","SIRPA"
"PA34022",1,"ENSG00000155093","PTPRN2"
"PA34033",1,"ENSG00000164611","PTTG1"
"PA34045",1,"ENSG00000185129","PURA"
"PA34053",1,"","PVT1"
"PA34117",1,"ENSG00000069974","RAB27A"
"PA34180",1,"ENSG00000002016","RAD52"
"PA34231",1,"ENSG00000113643","RARS"
"PA34276",1,"ENSG00000144642","RBMS3"
"PA343",1,"ENSG00000196502","SULT1A1"
"PA34368",1,"ENSG00000091844","RGS17"
"PA34370",1,"ENSG00000171700","RGS19"
"PA34630",1,"ENSG00000069667","RORA"
"PA34862",1,"ENSG00000133818","RRAS2"
"PA34884",1,"ENSG00000159216","RUNX1"
"PA34897",1,"ENSG00000198838","RYR3"
"PA349",1,"ENSG00000059377","TBXAS1"
"PA34921",1,"ENSG00000173432","SAA1"
"PA34925",1,"ENSG00000211456","SACM1L"
"PA34994",1,"ENSG00000161055","SCGB3A1"
"PA35010",1,"ENSG00000169432","SCN9A"
"PA35020",1,"ENSG00000196136","SERPINA3"
"PA35021",1,"ENSG00000168394,ENSG00000206297,ENSG00000224212,ENSG00000226173,ENSG00000227816,ENSG00000230705,ENSG00000232367","TAP1"
"PA35061",1,"ENSG00000239457,ENSG00000241106,ENSG00000241386,ENSG00000241910,ENSG00000243612","HLA-DOB"
"PA35062",1,"ENSG00000168384,ENSG00000206291,ENSG00000224103,ENSG00000228163,ENSG00000229685,ENSG00000231389,ENSG00000235844,ENSG00000236177","HLA-DPA1"
"PA35065",1,"","HLA-DPB2"
"PA352",1,"ENSG00000167900","TK1"
"PA35543",1,"ENSG00000172156","CCL11"
"PA35570",1,"ENSG00000156234","CXCL13"
"PA35573",1,"ENSG00000163735","CXCL5"
"PA35647",1,"ENSG00000075223","SEMA3C"
"PA35695",1,"ENSG00000120057","SFRP5"
"PA35728",1,"ENSG00000183918","SH2D1A"
"PA35762",1,"ENSG00000073849","ST6GAL1"
"PA35817",1,"ENSG00000170190","SLC16A5"
"PA35819",1,"ENSG00000118596","SLC16A7"
"PA35822",1,"ENSG00000124564","SLC17A3"
"PA35828",1,"ENSG00000079215","SLC1A3"
"PA35829",1,"ENSG00000115902","SLC1A4"
"PA35837",1,"ENSG00000176463","SLCO3A1"
"PA35840",1,"ENSG00000174640","SLCO2A1"
"PA35854",1,"ENSG00000140090","SLC24A4"
"PA35875",1,"ENSG00000117394","SLC2A1"
"PA35876",1,"ENSG00000163581","SLC2A2"
"PA35908",1,"ENSG00000111181","SLC6A12"
"PA35911",1,"ENSG00000165970","SLC6A5"
"PA35916",1,"ENSG00000196517","SLC6A9"
"PA35923",1,"ENSG00000103257","SLC7A5"
"PA35980",1,"ENSG00000132639","SNAP25"
"PA360",1,"ENSG00000156096","UGT2B4"
"PA36023",1,"ENSG00000134243","SORT1"
"PA36099",1,"ENSG00000136158","SPRY2"
"PA36101",1,"ENSG00000163554","SPTA1"
"PA36167",1,"ENSG00000100380","ST13"
"PA36229",1,"ENSG00000135604","STX11"
"PA36242",1,"ENSG00000076944","STXBP2"
"PA36296",1,"ENSG00000164458","TBXT"
"PA36330",1,"ENSG00000136560","TANK"
"PA36331",1,"ENSG00000206208,ENSG00000231925","TAPBP"
"PA36384",1,"ENSG00000137310","TCF19"
"PA36441",1,"ENSG00000120156","TEK"
"PA36447",1,"ENSG00000164362","TERT"
"PA36457",1,"ENSG00000091513","TF"
"PA36486",1,"ENSG00000163513","TGFBR2"
"PA36487",1,"ENSG00000069702","TGFBR3"
"PA36507",1,"ENSG00000126351","THRA"
"PA36508",1,"ENSG00000151090","THRB"
"PA36568",1,"ENSG00000144339","TMEFF2"
"PA36597",1,"ENSG00000104689","TNFRSF10A"
"PA36609",1,"ENSG00000067182","TNFRSF1A"
"PA36616",1,"ENSG00000120949","TNFRSF8"
"PA36626",1,"ENSG00000102245","CD40LG"
"PA36672",1,"ENSG00000077097","TOP2B"
"PA368",1,"ENSG00000136936","XPA"
"PA36941",1,"ENSG00000186439","TRDN"
"PA37034",1,"ENSG00000165699","TSC1"
"PA37069",1,"ENSG00000118271","TTR"
"PA37093",1,"ENSG00000198431","TXNRD1"
"PA37097",1,"ENSG00000092445","TYRO3"
"PA37184",1,"ENSG00000173610","UGT2A1"
"PA37186",1,"ENSG00000109181","UGT2B10"
"PA37189",1,"ENSG00000197888","UGT2B17"
"PA37199",1,"ENSG00000169344","UMOD"
"PA37248",1,"ENSG00000162402","USP24"
"PA37276",1,"ENSG00000125753","VASP"
"PA37329",1,"ENSG00000196689,ENSG00000262304","TRPV1"
"PA37391",1,"ENSG00000182093","WRB"
"PA37398",1,"ENSG00000186153","WWOX"
"PA37400",1,"ENSG00000100219","XBP1"
"PA37418",1,"ENSG00000082898","XPO1"
"PA37423",1,"ENSG00000152422","XRCC4"
"PA37469",1,"ENSG00000197020","ZNF100"
"PA37506",1,"ENSG00000213762","ZNF134"
"PA37582",1,"ENSG00000121417","ZNF211"
"PA37589",1,"ENSG00000182463","TSHZ2"
"PA37661",1,"ENSG00000236104,ENSG00000237056","ZBTB22"
"PA37750",1,"ENSG00000161405","IKZF3"
"PA37856",1,"ENSG00000204482,ENSG00000206433,ENSG00000223465,ENSG00000226182,ENSG00000230791,ENSG00000231048,ENSG00000234514,ENSG00000235915","LST1"
"PA37877",1,"ENSG00000167720","SRR"
"PA37962",1,"ENSG00000133710","SPINK5"
"PA37972",1,"ENSG00000185420","SMYD3"
"PA37991",1,"ENSG00000221955","SLC12A8"
"PA380",1,"ENSG00000196557","CACNA1H"
"PA38008",1,"ENSG00000196664","TLR7"
"PA38010",1,"ENSG00000239732","TLR9"
"PA38015",1,"ENSG00000102595","UGGT2"
"PA381",1,"ENSG00000006283","CACNA1G"
"PA38102",1,"ENSG00000149742","SLC22A9"
"PA38124",1,"ENSG00000185274","GALNT17"
"PA38145",1,"ENSG00000165209","STRBP"
"PA38213",1,"ENSG00000111962","UST"
"PA38220",1,"ENSG00000079841","RIMS1"
"PA38243",1,"ENSG00000198648","STK39"
"PA38265",1,"ENSG00000177427","MIEF2"
"PA38291",1,"ENSG00000156076","WIF1"
"PA38294",1,"ENSG00000145375","SPATA5"
"PA38335",1,"ENSG00000153786","ZDHHC7"
"PA38345",1,"ENSG00000099365","STX1B"
"PA38377",1,"ENSG00000048052","HDAC9"
"PA38397",1,"ENSG00000135917","SLC19A3"
"PA38436",1,"ENSG00000074054","CLASP1"
"PA38444",1,"ENSG00000165078","CPA6"
"PA38472",1,"ENSG00000119509","INVS"
"PA38479",1,"ENSG00000119121","TRPM6"
"PA38568",1,"ENSG00000005483","KMT2E"
"PA38693",1,"ENSG00000126259","KIRREL2"
"PA38718",1,"ENSG00000143315","PIGM"
"PA38726",1,"ENSG00000162687","KCNT2"
"PA38793",1,"ENSG00000163517","HDAC11"
"PA38818",1,"ENSG00000170293","CMTM8"
"PA421",1,"ENSG00000042088","TDP1"
"PA434",1,"ENSG00000102524","TNFSF13B"
"PA437",1,"ENSG00000153283","CD96"
"PA45",1,"ENSG00000108839","ALOX12"
"PA47",1,"ENSG00000132965","ALOX5AP"
"PA48",1,"ENSG00000161905","ALOX15"
"PA60",1,"ENSG00000141480","ARRB2"
"PA62",1,"ENSG00000163399","ATP1A1"
"PA71",1,"ENSG00000174437","ATP2A2"
"PA79",1,"ENSG00000100739","BDKRB1"
"PA86",1,"ENSG00000153956","CACNA2D1"
"PA87",1,"ENSG00000067191","CACNB1"
"PA89",1,"ENSG00000167535","CACNB3"
"PA94",1,"ENSG00000145386","CCNA2"
"PA97",1,"ENSG00000073060","SCARB1"
"PA99",1,"ENSG00000170312","CDK1"
